Time,Displacement,Force,Strain 1,Tensile displacement,Tensile stress,Tensile strain (Displacement)
(s),(mm),(kN),(%),(mm),(MPa),(%)
"17.5400","1.8469","1.1283","0.0017","1.7501","28.9011","2.1850"
"17.5600","1.8488","1.1294","-0.0022","1.7520","28.9294","2.1874"
"17.5800","1.8508","1.1306","0.0009","1.7540","28.9603","2.1899"
"17.6000","1.8526","1.1318","0.0013","1.7559","28.9910","2.1922"
"17.6200","1.8547","1.1330","-0.0001","1.7580","29.0209","2.1948"
"17.6400","1.8569","1.1341","0.0014","1.7601","29.0497","2.1975"
"17.6600","1.8589","1.1353","-0.0022","1.7621","29.0810","2.2000"
"17.6800","1.8608","1.1365","0.0013","1.7641","29.1123","2.2024"
"17.7000","1.8628","1.1377","0.0014","1.7661","29.1422","2.2049"
"17.7200","1.8649","1.1389","-0.0009","1.7682","29.1730","2.2076"
"17.7400","1.8668","1.1401","0.0021","1.7701","29.2041","2.2099"
"17.7600","1.8688","1.1413","-0.0017","1.7720","29.2333","2.2124"
"17.7800","1.8707","1.1424","-0.0004","1.7740","29.2631","2.2148"
"17.8000","1.8727","1.1436","0.0033","1.7759","29.2930","2.2172"
"17.8200","1.8747","1.1448","0.0002","1.7780","29.3231","2.2198"
"17.8400","1.8768","1.1460","-0.0007","1.7800","29.3554","2.2224"
"17.8600","1.8788","1.1472","-0.0009","1.7821","29.3845","2.2249"
"17.8800","1.8806","1.1483","0.0016","1.7839","29.4132","2.2272"
"17.9000","1.8825","1.1493","0.0023","1.7858","29.4401","2.2296"
"17.9200","1.8846","1.1504","-0.0018","1.7878","29.4681","2.2321"
"17.9400","1.8867","1.1516","0.0002","1.7900","29.4970","2.2348"
"17.9600","1.8889","1.1529","0.0006","1.7921","29.5302","2.2375"
"17.9800","1.8910","1.1541","-0.0006","1.7942","29.5631","2.2401"
"18.0000","1.8930","1.1554","0.0018","1.7962","29.5955","2.2426"
"18.0200","1.8948","1.1566","0.0005","1.7980","29.6255","2.2448"
"18.0400","1.8967","1.1577","-0.0005","1.8000","29.6531","2.2472"
"18.0600","1.8988","1.1587","-0.0003","1.8020","29.6807","2.2498"
"18.0800","1.9009","1.1597","0.0007","1.8042","29.7057","2.2525"
"18.1000","1.9029","1.1609","0.0031","1.8062","29.7370","2.2550"
"18.1200","1.9048","1.1623","-0.0011","1.8080","29.7709","2.2573"
"18.1400","1.9068","1.1633","-0.0020","1.8100","29.7984","2.2598"
"18.1600","1.9086","1.1644","0.0016","1.8119","29.8247","2.2621"
"18.1800","1.9107","1.1654","0.0004","1.8139","29.8524","2.2647"
"18.2000","1.9128","1.1666","0.0023","1.8161","29.8827","2.2673"
"18.2200","1.9148","1.1678","0.0002","1.8181","29.9128","2.2699"
"18.2400","1.9168","1.1689","-0.0035","1.8201","29.9419","2.2723"
"18.2600","1.9188","1.1701","0.0015","1.8221","29.9721","2.2748"
"18.2800","1.9210","1.1713","0.0032","1.8242","30.0032","2.2775"
"18.3000","1.9229","1.1725","0.0010","1.8262","30.0325","2.2799"
"18.3200","1.9248","1.1735","-0.0023","1.8281","30.0595","2.2823"
"18.3400","1.9267","1.1746","-0.0018","1.8300","30.0872","2.2847"
"18.3600","1.9286","1.1756","0.0041","1.8319","30.1128","2.2871"
"18.3800","1.9307","1.1767","0.0012","1.8339","30.1405","2.2896"
"18.4000","1.9328","1.1779","-0.0016","1.8360","30.1706","2.2923"
"18.4200","1.9349","1.1791","0.0008","1.8382","30.2019","2.2950"
"18.4400","1.9368","1.1803","0.0000","1.8400","30.2320","2.2972"
"18.4600","1.9386","1.1813","0.0013","1.8419","30.2587","2.2996"
"18.4800","1.9406","1.1823","0.0012","1.8439","30.2843","2.3020"
"18.5000","1.9427","1.1834","-0.0003","1.8459","30.3114","2.3046"
"18.5200","1.9449","1.1845","0.0001","1.8481","30.3408","2.3074"
"18.5400","1.9470","1.1857","-0.0005","1.8502","30.3718","2.3100"
"18.5600","1.9490","1.1869","0.0012","1.8523","30.4013","2.3125"
"18.5800","1.9507","1.1881","0.0018","1.8540","30.4322","2.3147"
"18.6000","1.9526","1.1891","-0.0001","1.8558","30.4576","2.3170"
"18.6200","1.9546","1.1900","0.0008","1.8579","30.4826","2.3195"
"18.6400","1.9567","1.1911","-0.0016","1.8600","30.5091","2.3222"
"18.6600","1.9588","1.1922","-0.0005","1.8620","30.5377","2.3247"
"18.6800","1.9607","1.1934","0.0045","1.8640","30.5678","2.3272"
"18.7000","1.9627","1.1944","-0.0004","1.8659","30.5955","2.3296"
"18.7200","1.9645","1.1955","-0.0025","1.8678","30.6214","2.3319"
"18.7400","1.9665","1.1964","-0.0009","1.8697","30.6443","2.3343"
"18.7600","1.9686","1.1973","0.0019","1.8719","30.6692","2.3370"
"18.7800","1.9707","1.1984","0.0047","1.8740","30.6957","2.3397"
"18.8000","1.9728","1.1994","-0.0024","1.8761","30.7224","2.3422"
"18.8200","1.9748","1.2004","-0.0018","1.8781","30.7478","2.3448"
"18.8400","1.9770","1.2015","0.0017","1.8802","30.7758","2.3474"
"18.8600","1.9789","1.2026","0.0011","1.8822","30.8056","2.3499"
"18.8800","1.9809","1.2038","0.0031","1.8841","30.8345","2.3523"
"18.9000","1.9829","1.2048","-0.0023","1.8861","30.8603","2.3548"
"18.9200","1.9848","1.2058","-0.0020","1.8881","30.8854","2.3573"
"18.9400","1.9869","1.2069","0.0022","1.8901","30.9135","2.3598"
"18.9600","1.9888","1.2079","0.0012","1.8921","30.9409","2.3623"
"18.9800","1.9909","1.2089","0.0016","1.8941","30.9663","2.3648"
"19.0000","1.9927","1.2100","-0.0021","1.8960","30.9927","2.3671"
"19.0200","1.9946","1.2109","-0.0003","1.8978","31.0170","2.3694"
"19.0400","1.9966","1.2119","0.0026","1.8999","31.0424","2.3720"
"19.0600","1.9987","1.2130","0.0001","1.9020","31.0714","2.3746"
"19.0800","2.0009","1.2141","0.0018","1.9041","31.0987","2.3773"
"19.1000","2.0029","1.2151","-0.0004","1.9062","31.1252","2.3798"
"19.1200","2.0049","1.2163","-0.0021","1.9082","31.1540","2.3824"
"19.1400","2.0068","1.2174","0.0013","1.9100","31.1829","2.3846"
"19.1600","2.0086","1.2184","0.0021","1.9119","31.2082","2.3870"
"19.1800","2.0107","1.2194","0.0009","1.9140","31.2345","2.3896"
"19.2000","2.0128","1.2204","-0.0013","1.9160","31.2608","2.3922"
"19.2200","2.0148","1.2214","-0.0011","1.9181","31.2867","2.3947"
"19.2400","2.0167","1.2225","0.0027","1.9200","31.3138","2.3971"
"19.2600","2.0187","1.2236","0.0017","1.9220","31.3418","2.3996"
"19.2800","2.0207","1.2246","0.0002","1.9239","31.3677","2.4020"
"19.3000","2.0227","1.2256","-0.0007","1.9259","31.3922","2.4045"
"19.3200","2.0248","1.2266","-0.0022","1.9281","31.4198","2.4072"
"19.3400","2.0268","1.2277","0.0025","1.9301","31.4468","2.4097"
"19.3600","2.0288","1.2287","0.0031","1.9321","31.4727","2.4122"
"19.3800","2.0308","1.2296","-0.0013","1.9340","31.4971","2.4146"
"19.4000","2.0329","1.2307","-0.0019","1.9362","31.5232","2.4173"
"19.4200","2.0349","1.2318","0.0003","1.9382","31.5510","2.4198"
"19.4400","2.0368","1.2328","0.0031","1.9401","31.5771","2.4222"
"19.4600","2.0387","1.2337","0.0006","1.9420","31.6010","2.4245"
"19.4800","2.0406","1.2347","-0.0021","1.9439","31.6259","2.4269"
"19.5000","2.0426","1.2356","0.0008","1.9458","31.6492","2.4294"
"19.5200","2.0447","1.2366","0.0005","1.9479","31.6753","2.4320"
"19.5400","2.0468","1.2376","0.0004","1.9501","31.7000","2.4346"
"19.5600","2.0487","1.2386","0.0016","1.9520","31.7269","2.4370"
"19.5800","2.0505","1.2396","-0.0014","1.9538","31.7517","2.4393"
"19.6000","2.0525","1.2405","-0.0007","1.9557","31.7761","2.4417"
"19.6200","2.0546","1.2415","0.0019","1.9578","31.8001","2.4443"
"19.6400","2.0568","1.2424","0.0005","1.9600","31.8248","2.4471"
"19.6600","2.0589","1.2435","0.0006","1.9622","31.8522","2.4498"
"19.6800","2.0610","1.2447","-0.0010","1.9643","31.8825","2.4524"
"19.7000","2.0629","1.2458","0.0004","1.9661","31.9108","2.4547"
"19.7200","2.0647","1.2468","0.0017","1.9680","31.9353","2.4570"
"19.7400","2.0667","1.2476","-0.0011","1.9700","31.9564","2.4595"
"19.7600","2.0688","1.2485","0.0027","1.9720","31.9809","2.4621"
"19.7800","2.0709","1.2495","-0.0002","1.9741","32.0067","2.4647"
"19.8000","2.0728","1.2506","-0.0018","1.9761","32.0331","2.4671"
"19.8200","2.0748","1.2516","0.0024","1.9780","32.0596","2.4695"
"19.8400","2.0766","1.2525","0.0002","1.9799","32.0829","2.4719"
"19.8600","2.0786","1.2534","0.0021","1.9818","32.1053","2.4743"
"19.8800","2.0807","1.2543","-0.0018","1.9839","32.1278","2.4769"
"19.9000","2.0828","1.2553","-0.0012","1.9860","32.1541","2.4795"
"19.9200","2.0848","1.2563","0.0036","1.9880","32.1801","2.4820"
"19.9400","2.0868","1.2572","-0.0008","1.9900","32.2039","2.4845"
"19.9600","2.0889","1.2582","0.0012","1.9921","32.2291","2.4872"
"19.9800","2.0909","1.2592","-0.0011","1.9941","32.2540","2.4897"
"20.0000","2.0927","1.2602","-0.0015","1.9960","32.2795","2.4920"
"20.0200","2.0947","1.2611","0.0041","1.9980","32.3016","2.4945"
"20.0400","2.0967","1.2619","0.0005","1.9999","32.3225","2.4969"
"20.0600","2.0987","1.2627","-0.0004","2.0019","32.3445","2.4994"
"20.0800","2.1008","1.2637","-0.0011","2.0040","32.3694","2.5020"
"20.1000","2.1029","1.2647","0.0011","2.0061","32.3958","2.5046"
"20.1200","2.1048","1.2657","0.0036","2.0081","32.4216","2.5071"
"20.1400","2.1067","1.2666","-0.0014","2.0099","32.4443","2.5094"
"20.1600","2.1087","1.2674","-0.0007","2.0119","32.4636","2.5119"
"20.1800","2.1107","1.2683","0.0009","2.0140","32.4873","2.5144"
"20.2000","2.1129","1.2693","0.0000","2.0162","32.5120","2.5172"
"20.2200","2.1150","1.2703","0.0013","2.0182","32.5384","2.5198"
"20.2400","2.1170","1.2714","0.0012","2.0203","32.5656","2.5223"
"20.2600","2.1189","1.2723","-0.0011","2.0221","32.5890","2.5246"
"20.2800","2.1207","1.2731","0.0002","2.0239","32.6103","2.5268"
"20.3000","2.1227","1.2739","0.0012","2.0260","32.6301","2.5294"
"20.3200","2.1248","1.2748","0.0015","2.0281","32.6535","2.5320"
"20.3400","2.1268","1.2757","0.0004","2.0301","32.6757","2.5346"
"20.3600","2.1288","1.2765","-0.0026","2.0320","32.6984","2.5370"
"20.3800","2.1307","1.2774","0.0015","2.0340","32.7207","2.5394"
"20.4000","2.1327","1.2783","0.0007","2.0359","32.7440","2.5418"
"20.4200","2.1346","1.2792","0.0004","2.0378","32.7652","2.5442"
"20.4400","2.1367","1.2799","0.0020","2.0399","32.7849","2.5469"
"20.4600","2.1388","1.2809","-0.0028","2.0421","32.8089","2.5495"
"20.4800","2.1408","1.2819","0.0007","2.0441","32.8345","2.5520"
"20.5000","2.1428","1.2827","0.0021","2.0460","32.8570","2.5545"
"20.5200","2.1449","1.2836","0.0009","2.0482","32.8800","2.5571"
"20.5400","2.1470","1.2846","0.0006","2.0503","32.9048","2.5597"
"20.5600","2.1489","1.2856","-0.0033","2.0522","32.9299","2.5622"
"20.5800","2.1509","1.2864","0.0010","2.0542","32.9508","2.5646"
"20.6000","2.1528","1.2872","0.0024","2.0560","32.9711","2.5669"
"20.6200","2.1548","1.2880","0.0005","2.0580","32.9919","2.5694"
"20.6400","2.1568","1.2888","0.0006","2.0601","33.0114","2.5720"
"20.6600","2.1589","1.2896","-0.0030","2.0622","33.0329","2.5746"
"20.6800","2.1609","1.2905","0.0006","2.0641","33.0564","2.5770"
"20.7000","2.1627","1.2915","0.0045","2.0659","33.0802","2.5793"
"20.7200","2.1646","1.2922","0.0001","2.0679","33.0995","2.5817"
"20.7400","2.1667","1.2929","-0.0017","2.0699","33.1171","2.5843"
"20.7600","2.1688","1.2937","-0.0014","2.0721","33.1382","2.5870"
"20.7800","2.1710","1.2947","0.0019","2.0742","33.1633","2.5897"
"20.8000","2.1731","1.2956","0.0034","2.0763","33.1863","2.5922"
"20.8200","2.1749","1.2965","-0.0018","2.0782","33.2084","2.5946"
"20.8400","2.1767","1.2972","-0.0004","2.0799","33.2267","2.5968"
"20.8600","2.1787","1.2979","0.0006","2.0819","33.2456","2.5992"
"20.8800","2.1808","1.2987","-0.0001","2.0840","33.2653","2.6019"
"20.9000","2.1829","1.2995","0.0031","2.0861","33.2859","2.6045"
"20.9200","2.1848","1.3004","0.0003","2.0881","33.3097","2.6070"
"20.9400","2.1868","1.3012","-0.0015","2.0901","33.3299","2.6094"
"20.9600","2.1887","1.3019","0.0007","2.0920","33.3478","2.6118"
"20.9800","2.1906","1.3027","0.0002","2.0939","33.3671","2.6142"
"21.0000","2.1927","1.3035","0.0021","2.0960","33.3881","2.6168"
"21.0200","2.1948","1.3043","0.0000","2.0981","33.4103","2.6194"
"21.0400","2.1968","1.3051","-0.0014","2.1001","33.4303","2.6219"
"21.0600","2.1988","1.3059","0.0008","2.1021","33.4503","2.6244"
"21.0800","2.2008","1.3066","-0.0010","2.1041","33.4692","2.6269"
"21.1000","2.2029","1.3075","0.0033","2.1062","33.4903","2.6295"
"21.1200","2.2048","1.3083","0.0017","2.1080","33.5124","2.6318"
"21.1400","2.2067","1.3090","-0.0037","2.1100","33.5301","2.6343"
"21.1600","2.2086","1.3097","0.0008","2.1119","33.5484","2.6367"
"21.1800","2.2106","1.3104","0.0020","2.1138","33.5662","2.6391"
"21.2000","2.2127","1.3112","0.0023","2.1159","33.5857","2.6417"
"21.2200","2.2148","1.3120","-0.0011","2.1180","33.6077","2.6443"
"21.2400","2.2168","1.3128","-0.0029","2.1200","33.6276","2.6469"
"21.2600","2.2186","1.3135","0.0030","2.1218","33.6446","2.6491"
"21.2800","2.2205","1.3142","0.0012","2.1238","33.6625","2.6515"
"21.3000","2.2226","1.3149","0.0006","2.1258","33.6799","2.6541"
"21.3200","2.2248","1.3155","0.0005","2.1280","33.6970","2.6568"
"21.3400","2.2269","1.3163","-0.0030","2.1302","33.7173","2.6595"
"21.3600","2.2290","1.3172","0.0019","2.1323","33.7390","2.6621"
"21.3800","2.2310","1.3180","0.0029","2.1342","33.7600","2.6646"
"21.4000","2.2328","1.3187","0.0000","2.1360","33.7790","2.6668"
"21.4200","2.2348","1.3193","-0.0006","2.1380","33.7946","2.6693"
"21.4400","2.2369","1.3200","-0.0013","2.1401","33.8118","2.6719"
"21.4600","2.2389","1.3207","0.0023","2.1422","33.8302","2.6745"
"21.4800","2.2409","1.3215","0.0010","2.1441","33.8489","2.6769"
"21.5000","2.2428","1.3221","-0.0008","2.1461","33.8660","2.6793"
"21.5200","2.2448","1.3228","0.0011","2.1481","33.8839","2.6818"
"21.5400","2.2467","1.3235","-0.0004","2.1499","33.9012","2.6842"
"21.5600","2.2488","1.3241","0.0009","2.1520","33.9177","2.6868"
"21.5800","2.2508","1.3249","0.0021","2.1541","33.9358","2.6894"
"21.6000","2.2528","1.3255","-0.0001","2.1561","33.9528","2.6918"
"21.6200","2.2548","1.3262","0.0002","2.1580","33.9694","2.6943"
"21.6400","2.2568","1.3269","0.0003","2.1601","33.9870","2.6968"
"21.6600","2.2589","1.3274","0.0009","2.1622","34.0023","2.6995"
"21.6800","2.2608","1.3281","0.0015","2.1640","34.0188","2.7018"
"21.7000","2.2627","1.3287","-0.0011","2.1660","34.0335","2.7042"
"21.7200","2.2646","1.3292","0.0010","2.1679","34.0475","2.7066"
"21.7400","2.2666","1.3298","0.0008","2.1698","34.0633","2.7090"
"21.7600","2.2686","1.3305","-0.0018","2.1719","34.0812","2.7116"
"21.7800","2.2708","1.3311","0.0031","2.1740","34.0960","2.7143"
"21.8000","2.2729","1.3318","0.0004","2.1761","34.1135","2.7169"
"21.8200","2.2747","1.3324","-0.0019","2.1779","34.1283","2.7191"
"21.8400","2.2766","1.3329","0.0007","2.1798","34.1407","2.7215"
"21.8600","2.2786","1.3334","0.0006","2.1819","34.1559","2.7240"
"21.8800","2.2807","1.3341","0.0032","2.1840","34.1714","2.7267"
"21.9000","2.2829","1.3347","-0.0016","2.1862","34.1878","2.7294"
"21.9200","2.2850","1.3354","-0.0014","2.1882","34.2061","2.7320"
"21.9400","2.2870","1.3361","0.0029","2.1902","34.2244","2.7345"
"21.9600","2.2887","1.3366","0.0008","2.1920","34.2376","2.7366"
"21.9800","2.2906","1.3370","0.0023","2.1939","34.2466","2.7390"
"22.0000","2.2927","1.3375","-0.0023","2.1960","34.2585","2.7416"
"22.0200","2.2948","1.3381","-0.0016","2.1981","34.2753","2.7442"
"22.0400","2.2968","1.3387","0.0040","2.2001","34.2914","2.7467"
"22.0600","2.2987","1.3392","0.0006","2.2020","34.3035","2.7491"
"22.0800","2.3007","1.3396","0.0003","2.2039","34.3143","2.7516"
"22.1000","2.3025","1.3401","-0.0021","2.2058","34.3268","2.7539"
"22.1200","2.3046","1.3405","0.0008","2.2078","34.3368","2.7564"
"22.1400","2.3067","1.3410","0.0044","2.2100","34.3484","2.7591"
"22.1600","2.3088","1.3416","-0.0013","2.2121","34.3646","2.7617"
"22.1800","2.3108","1.3421","-0.0004","2.2141","34.3781","2.7643"
"22.2000","2.3129","1.3426","0.0005","2.2161","34.3914","2.7668"
"22.2200","2.3150","1.3431","0.0004","2.2183","34.4027","2.7695"
"22.2400","2.3169","1.3436","0.0018","2.2202","34.4169","2.7718"
"22.2600","2.3189","1.3441","-0.0004","2.2221","34.4281","2.7743"
"22.2800","2.3208","1.3445","-0.0007","2.2241","34.4384","2.7767"
"22.3000","2.3228","1.3447","0.0005","2.2260","34.4440","2.7791"
"22.3200","2.3248","1.3450","0.0012","2.2280","34.4528","2.7817"
"22.3400","2.3268","1.3455","0.0013","2.2300","34.4639","2.7842"
"22.3600","2.3288","1.3460","-0.0004","2.2321","34.4773","2.7867"
"22.3800","2.3306","1.3463","0.0003","2.2339","34.4846","2.7890"
"22.4000","2.3326","1.3465","0.0013","2.2358","34.4915","2.7914"
"22.4200","2.3346","1.3469","-0.0008","2.2379","34.5007","2.7940"
"22.4400","2.3368","1.3473","0.0009","2.2400","34.5107","2.7966"
"22.4600","2.3389","1.3476","0.0025","2.2421","34.5197","2.7993"
"22.4800","2.3409","1.3481","-0.0009","2.2442","34.5308","2.8019"
"22.5000","2.3429","1.3485","-0.0013","2.2462","34.5417","2.8044"
"22.5200","2.3447","1.3488","0.0010","2.2480","34.5482","2.8066"
"22.5400","2.3466","1.3490","0.0028","2.2499","34.5533","2.8089"
"22.5600","2.3487","1.3492","0.0014","2.2520","34.5583","2.8116"
"22.5800","2.3508","1.3495","-0.0025","2.2541","34.5662","2.8142"
"22.6000","2.3528","1.3497","0.0002","2.2561","34.5732","2.8167"
"22.6200","2.3547","1.3499","0.0029","2.2580","34.5783","2.8191"
"22.6400","2.3568","1.3502","0.0015","2.2600","34.5838","2.8216"
"22.6600","2.3587","1.3503","0.0008","2.2619","34.5873","2.8240"
"22.6800","2.3607","1.3505","-0.0022","2.2640","34.5931","2.8265"
"22.7000","2.3628","1.3507","-0.0003","2.2660","34.5966","2.8291"
"22.7200","2.3648","1.3508","0.0040","2.2680","34.6011","2.8316"
"22.7400","2.3668","1.3510","0.0006","2.2700","34.6057","2.8341"
"22.7600","2.3688","1.3512","-0.0012","2.2720","34.6098","2.8366"
"22.7800","2.3710","1.3512","-0.0004","2.2742","34.6112","2.8394"
"22.8000","2.3729","1.3514","0.0015","2.2762","34.6163","2.8418"
"22.8200","2.3748","1.3516","0.0019","2.2781","34.6200","2.8441"
"22.8400","2.3767","1.3515","-0.0010","2.2799","34.6190","2.8465"
"22.8600","2.3786","1.3514","0.0023","2.2818","34.6151","2.8489"
"22.8800","2.3806","1.3513","0.0006","2.2839","34.6129","2.8514"
"22.9000","2.3827","1.3514","-0.0029","2.2860","34.6149","2.8540"
"22.9200","2.3849","1.3514","0.0024","2.2881","34.6151","2.8567"
"22.9400","2.3867","1.3515","0.0024","2.2899","34.6189","2.8589"
"22.9600","2.3885","1.3515","0.0010","2.2917","34.6185","2.8612"
"22.9800","2.3905","1.3514","-0.0019","2.2938","34.6160","2.8637"
"23.0000","2.3926","1.3513","-0.0014","2.2959","34.6132","2.8664"
"23.0200","2.3949","1.3512","0.0048","2.2981","34.6115","2.8692"
"23.0400","2.3970","1.3513","0.0014","2.3002","34.6144","2.8718"
"23.0600","2.3991","1.3514","-0.0009","2.3023","34.6151","2.8744"
"23.0800","2.4008","1.3512","-0.0016","2.3041","34.6118","2.8766"
"23.1000","2.4027","1.3510","-0.0006","2.3060","34.6044","2.8790"
"23.1200","2.4048","1.3506","0.0054","2.3081","34.5956","2.8816"
"23.1400","2.4069","1.3505","0.0012","2.3102","34.5932","2.8842"
"23.1600","2.4089","1.3504","-0.0038","2.3122","34.5910","2.8867"
"23.1800","2.4108","1.3502","0.0000","2.3141","34.5851","2.8891"
"23.2000","2.4128","1.3499","0.0031","2.3160","34.5777","2.8916"
"23.2200","2.4146","1.3496","0.0030","2.3179","34.5686","2.8939"
"23.2400","2.4166","1.3492","-0.0017","2.3199","34.5597","2.8964"
"23.2600","2.4188","1.3489","-0.0023","2.3221","34.5518","2.8991"
"23.2800","2.4209","1.3486","0.0034","2.3241","34.5440","2.9016"
"23.3000","2.4228","1.3484","0.0005","2.3261","34.5392","2.9041"
"23.3200","2.4248","1.3481","0.0000","2.3281","34.5324","2.9066"
"23.3400","2.4269","1.3477","0.0014","2.3302","34.5221","2.9092"
"23.3600","2.4289","1.3473","-0.0014","2.3321","34.5112","2.9116"
"23.3800","2.4308","1.3469","0.0018","2.3340","34.5011","2.9140"
"23.4000","2.4328","1.3464","0.0001","2.3360","34.4886","2.9165"
"23.4200","2.4347","1.3460","0.0016","2.3379","34.4770","2.9189"
"23.4400","2.4367","1.3456","0.0019","2.3400","34.4663","2.9214"
"23.4600","2.4388","1.3451","-0.0025","2.3420","34.4535","2.9240"
"23.4800","2.4409","1.3445","0.0016","2.3442","34.4403","2.9267"
"23.5000","2.4428","1.3441","0.0002","2.3460","34.4290","2.9290"
"23.5200","2.4447","1.3435","0.0017","2.3479","34.4145","2.9314"
"23.5400","2.4467","1.3430","0.0025","2.3499","34.4006","2.9338"
"23.5600","2.4487","1.3424","-0.0026","2.3520","34.3857","2.9364"
"23.5800","2.4509","1.3419","-0.0001","2.3541","34.3729","2.9391"
"23.6000","2.4530","1.3414","0.0024","2.3562","34.3595","2.9417"
"23.6200","2.4550","1.3409","0.0027","2.3582","34.3458","2.9442"
"23.6400","2.4568","1.3402","-0.0007","2.3600","34.3292","2.9465"
"23.6600","2.4586","1.3396","-0.0021","2.3619","34.3124","2.9488"
"23.6800","2.4607","1.3388","0.0018","2.3639","34.2941","2.9514"
"23.7000","2.4628","1.3381","0.0025","2.3660","34.2754","2.9540"
"23.7200","2.4648","1.3375","0.0002","2.3681","34.2588","2.9565"
"23.7400","2.4667","1.3368","-0.0007","2.3700","34.2412","2.9589"
"23.7600","2.4687","1.3361","-0.0003","2.3720","34.2246","2.9614"
"23.7800","2.4706","1.3355","0.0005","2.3739","34.2092","2.9638"
"23.8000","2.4726","1.3348","0.0035","2.3758","34.1901","2.9662"
"23.8200","2.4747","1.3341","-0.0006","2.3780","34.1720","2.9689"
"23.8400","2.4768","1.3334","-0.0025","2.3800","34.1541","2.9714"
"23.8600","2.4788","1.3327","0.0024","2.3821","34.1363","2.9740"
"23.8800","2.4808","1.3319","0.0011","2.3841","34.1172","2.9765"
"23.9000","2.4830","1.3312","0.0017","2.3863","34.0993","2.9792"
"23.9200","2.4850","1.3306","-0.0015","2.3883","34.0833","2.9817"
"23.9400","2.4870","1.3298","-0.0004","2.3902","34.0626","2.9842"
"23.9600","2.4889","1.3290","0.0030","2.3921","34.0415","2.9865"
"23.9800","2.4908","1.3282","-0.0015","2.3940","34.0223","2.9889"
"24.0000","2.4928","1.3275","0.0021","2.3961","34.0024","2.9915"
"24.0200","2.4949","1.3266","0.0003","2.3981","33.9811","2.9940"
"24.0400","2.4970","1.3259","-0.0013","2.4002","33.9617","2.9967"
"24.0600","2.4989","1.3251","0.0022","2.4021","33.9416","2.9990"
"24.0800","2.5007","1.3242","-0.0002","2.4039","33.9189","3.0013"
"24.1000","2.5026","1.3234","0.0021","2.4059","33.8984","3.0037"
"24.1200","2.5047","1.3226","-0.0001","2.4080","33.8789","3.0063"
"24.1400","2.5069","1.3218","-0.0012","2.4101","33.8584","3.0090"
"24.1600","2.5090","1.3211","0.0022","2.4123","33.8386","3.0117"
"24.1800","2.5111","1.3204","-0.0007","2.4143","33.8207","3.0143"
"24.2000","2.5129","1.3196","0.0026","2.4161","33.8023","3.0165"
"24.2200","2.5147","1.3188","0.0009","2.4179","33.7796","3.0187"
"24.2400","2.5167","1.3178","-0.0034","2.4200","33.7550","3.0213"
"24.2600","2.5188","1.3170","0.0019","2.4221","33.7352","3.0239"
"24.2800","2.5209","1.3162","0.0015","2.4242","33.7153","3.0265"
"24.3000","2.5228","1.3155","0.0012","2.4261","33.6962","3.0290"
"24.3200","2.5248","1.3148","-0.0008","2.4281","33.6780","3.0314"
"24.3400","2.5267","1.3139","-0.0017","2.4300","33.6563","3.0338"
"24.3600","2.5287","1.3130","0.0032","2.4319","33.6314","3.0362"
"24.3800","2.5308","1.3122","0.0009","2.4341","33.6117","3.0389"
"24.4000","2.5329","1.3115","0.0008","2.4361","33.5947","3.0415"
"24.4200","2.5349","1.3108","0.0000","2.4381","33.5770","3.0439"
"24.4400","2.5368","1.3101","-0.0023","2.4401","33.5591","3.0464"
"24.4600","2.5389","1.3093","0.0024","2.4421","33.5369","3.0490"
"24.4800","2.5409","1.3085","0.0026","2.4442","33.5161","3.0515"
"24.5000","2.5428","1.3077","-0.0007","2.4460","33.4969","3.0539"
"24.5200","2.5448","1.3069","-0.0020","2.4480","33.4767","3.0563"
"24.5400","2.5467","1.3061","0.0003","2.4499","33.4551","3.0587"
"24.5600","2.5487","1.3053","0.0032","2.4519","33.4347","3.0612"
"24.5800","2.5507","1.3045","0.0003","2.4540","33.4151","3.0638"
"24.6000","2.5528","1.3038","-0.0011","2.4561","33.3957","3.0664"
"24.6200","2.5548","1.3030","0.0004","2.4580","33.3766","3.0688"
"24.6400","2.5566","1.3023","-0.0001","2.4598","33.3574","3.0710"
"24.6600","2.5586","1.3015","0.0003","2.4618","33.3367","3.0735"
"24.6800","2.5606","1.3006","0.0018","2.4639","33.3145","3.0761"
"24.7000","2.5628","1.2999","0.0000","2.4661","33.2956","3.0789"
"24.7200","2.5649","1.2992","-0.0016","2.4682","33.2779","3.0815"
"24.7400","2.5670","1.2985","0.0008","2.4703","33.2620","3.0841"
"24.7600","2.5689","1.2979","0.0008","2.4721","33.2448","3.0864"
"24.7800","2.5707","1.2970","0.0015","2.4740","33.2226","3.0887"
"24.8000","2.5728","1.2961","0.0000","2.4760","33.1989","3.0913"
"24.8200","2.5749","1.2954","-0.0021","2.4781","33.1805","3.0939"
"24.8400","2.5769","1.2947","0.0003","2.4802","33.1646","3.0965"
"24.8600","2.5788","1.2941","0.0001","2.4821","33.1479","3.0989"
"24.8800","2.5808","1.2933","0.0025","2.4840","33.1265","3.1013"
"24.9000","2.5827","1.2924","-0.0002","2.4860","33.1055","3.1037"
"24.9200","2.5846","1.2916","-0.0039","2.4879","33.0845","3.1061"
"24.9400","2.5867","1.2909","0.0021","2.4900","33.0650","3.1087"
"24.9600","2.5888","1.2902","0.0019","2.4921","33.0474","3.1113"
