Time,Force,Displacement,Strain 1
(s),(kN),(mm),(mm/mm)
1003,15.1656,20.0959,0.250635
1004,15.1375,20.1164,0.250891
1005,15.087,20.1359,0.251135
1006,15.0498,20.1561,0.251388
1007,15.0137,20.1759,0.251635
1008,14.9688,20.1959,0.251885
1009,14.9321,20.2162,0.252138
1010,14.8821,20.2359,0.2523849999999999
1011,14.8481,20.2562,0.252638
1012,14.802,20.2755,0.25288
1013,14.7613,20.2963,0.253139
1014,14.7194,20.3161,0.253386
1015,14.6699,20.336,0.253636
1016,14.6287,20.356,0.253885
1017,14.5825,20.376,0.254135
1018,14.5412,20.3964,0.25439
1019,14.4876,20.4157,0.254631
1020,14.4436,20.4359,0.254884
1021,14.4061,20.4561,0.255136
1022,14.3472,20.476,0.255385
1023,14.3036,20.4963,0.255639
1024,14.2474,20.5157,0.25588
1025,14.2059,20.5361,0.256135
1026,14.1527,20.5559,0.256383
1027,14.1002,20.5761,0.256635
1028,14.0539,20.5963,0.256887
1029,13.993,20.6156,0.257129
1030,13.9501,20.6362,0.257386
1031,13.8914,20.6558,0.257631
1032,13.8399,20.6763,0.257887
1033,13.7827,20.6958,0.258131
1034,13.7258,20.7159,0.258382
1035,13.6792,20.7364,0.258638
1036,13.6111,20.7559,0.258882
1037,13.5579,20.7759,0.259132
1038,13.5017,20.7959,0.259381
1039,13.4413,20.8161,0.259634
1040,13.3851,20.8361,0.259884
1041,13.3151,20.8559,0.260132
1042,13.2649,20.8763,0.260386
1043,13.1938,20.8958,0.26063
1044,13.1367,20.9161,0.260884
1045,13.0726,20.936,0.261132
1046,13.004,20.9559,0.261381
1047,12.9422,20.976,0.261631
1048,12.8718,20.9961,0.261882
1049,12.8117,21.0164,0.262136
1050,12.7357,21.0357,0.262378
1051,12.6688,21.0562,0.262634
1052,12.6012,21.0758,0.262878
1053,12.5293,21.0961,0.263132
1054,12.4577,21.116,0.263381
1055,12.3789,21.1361,0.263632
1056,12.3084,21.1562,0.263883
1057,12.2299,21.1758,0.264128
1058,12.1531,21.1962,0.264383
1059,12.077,21.2161,0.264632
1060,11.988,21.236,0.264881
1061,11.9051,21.2561,0.265132
1062,11.8019,21.2759,0.265378
1063,11.6684,21.2963,0.265633
