Time,Displacement,Force,Strain 1,Tensile displacement,Tensile stress,Tensile strain (Displacement)
(s),(mm),(kN),(%),(mm),(MPa),(%)
"0.0000","0.0356","-0.0003","0.0044","-0.0004","-0.0086","-0.0005"
"0.0200","0.0359","0.0000","0.0017","-0.0001","-0.0001","-0.0001"
"0.0400","0.0365","0.0024","-0.0023","0.0005","0.0607","0.0006"
"0.0600","0.0380","0.0078","0.0054","0.0019","0.1994","0.0024"
"0.0800","0.0402","0.0126","0.0059","0.0042","0.3219","0.0052"
"0.1000","0.0424","0.0157","0.0014","0.0064","0.4008","0.0080"
"0.1200","0.0446","0.0178","-0.0052","0.0085","0.4568","0.0107"
"0.1400","0.0466","0.0197","-0.0096","0.0106","0.5039","0.0132"
"0.1600","0.0486","0.0214","0.0004","0.0125","0.5476","0.0157"
"0.1800","0.0506","0.0233","0.0005","0.0145","0.5956","0.0182"
"0.2000","0.0525","0.0251","-0.0042","0.0164","0.6416","0.0205"
"0.2200","0.0545","0.0268","0.0013","0.0185","0.6872","0.0231"
"0.2400","0.0567","0.0289","0.0050","0.0207","0.7399","0.0258"
"0.2600","0.0587","0.0309","0.0059","0.0227","0.7922","0.0284"
"0.2800","0.0607","0.0329","0.0003","0.0247","0.8428","0.0309"
"0.3000","0.0628","0.0349","-0.0002","0.0267","0.8946","0.0334"
"0.3200","0.0649","0.0371","0.0047","0.0288","0.9493","0.0360"
"0.3400","0.0667","0.0393","-0.0016","0.0307","1.0051","0.0383"
"0.3600","0.0686","0.0414","-0.0047","0.0326","1.0598","0.0407"
"0.3800","0.0705","0.0436","-0.0039","0.0345","1.1150","0.0431"
"0.4000","0.0724","0.0458","-0.0027","0.0364","1.1733","0.0454"
"0.4200","0.0744","0.0482","0.0021","0.0384","1.2347","0.0479"
"0.4400","0.0764","0.0508","-0.0012","0.0404","1.2996","0.0504"
"0.4600","0.0785","0.0535","-0.0007","0.0424","1.3688","0.0530"
"0.4800","0.0803","0.0562","0.0056","0.0443","1.4387","0.0553"
"0.5000","0.0822","0.0585","0.0049","0.0461","1.4985","0.0576"
"0.5200","0.0841","0.0609","0.0010","0.0481","1.5584","0.0601"
"0.5400","0.0862","0.0632","-0.0030","0.0502","1.6192","0.0627"
"0.5600","0.0884","0.0658","-0.0007","0.0523","1.6841","0.0654"
"0.5800","0.0904","0.0684","0.0024","0.0544","1.7511","0.0679"
"0.6000","0.0924","0.0710","-0.0032","0.0564","1.8174","0.0704"
"0.6200","0.0942","0.0735","-0.0036","0.0582","1.8825","0.0727"
"0.6400","0.0960","0.0759","0.0009","0.0600","1.9428","0.0749"
"0.6600","0.0980","0.0783","-0.0001","0.0620","2.0041","0.0774"
"0.6800","0.1001","0.0809","0.0009","0.0640","2.0715","0.0800"
"0.7000","0.1021","0.0837","0.0008","0.0661","2.1426","0.0826"
"0.7200","0.1040","0.0862","0.0000","0.0680","2.2073","0.0850"
"0.7400","0.1060","0.0886","0.0019","0.0699","2.2683","0.0874"
"0.7600","0.1079","0.0910","0.0006","0.0719","2.3309","0.0898"
"0.7800","0.1098","0.0933","0.0023","0.0737","2.3894","0.0921"
"0.8000","0.1119","0.0957","-0.0009","0.0758","2.4502","0.0947"
"0.8200","0.1139","0.0981","-0.0039","0.0779","2.5113","0.0973"
"0.8400","0.1160","0.1005","0.0017","0.0799","2.5729","0.0999"
"0.8600","0.1180","0.1029","0.0001","0.0819","2.6353","0.1024"
"0.8800","0.1202","0.1056","0.0007","0.0841","2.7042","0.1051"
"0.9000","0.1223","0.1086","0.0015","0.0862","2.7814","0.1077"
"0.9200","0.1241","0.1114","-0.0030","0.0881","2.8527","0.1101"
"0.9400","0.1261","0.1143","-0.0020","0.0900","2.9264","0.1125"
"0.9600","0.1279","0.1173","-0.0005","0.0919","3.0035","0.1148"
"0.9800","0.1299","0.1204","0.0034","0.0939","3.0825","0.1173"
"1.0000","0.1320","0.1237","0.0017","0.0960","3.1677","0.1199"
"1.0200","0.1341","0.1272","-0.0037","0.0981","3.2555","0.1226"
"1.0400","0.1360","0.1305","0.0012","0.1000","3.3413","0.1250"
"1.0600","0.1378","0.1338","0.0014","0.1018","3.4265","0.1272"
"1.0800","0.1398","0.1372","-0.0001","0.1037","3.5135","0.1296"
"1.1000","0.1418","0.1409","0.0023","0.1058","3.6072","0.1322"
"1.1200","0.1440","0.1449","-0.0016","0.1080","3.7107","0.1349"
"1.1400","0.1462","0.1493","-0.0028","0.1101","3.8218","0.1376"
"1.1600","0.1482","0.1537","-0.0018","0.1122","3.9350","0.1402"
"1.1800","0.1501","0.1580","-0.0007","0.1141","4.0463","0.1425"
"1.2000","0.1519","0.1619","0.0015","0.1158","4.1446","0.1447"
"1.2200","0.1539","0.1659","-0.0017","0.1178","4.2485","0.1472"
"1.2400","0.1560","0.1706","-0.0004","0.1200","4.3686","0.1499"
"1.2600","0.1581","0.1758","0.0016","0.1221","4.5012","0.1525"
"1.2800","0.1600","0.1810","0.0009","0.1240","4.6345","0.1549"
"1.3000","0.1620","0.1861","0.0046","0.1260","4.7640","0.1574"
"1.3200","0.1639","0.1913","0.0001","0.1279","4.8965","0.1598"
"1.3400","0.1658","0.1967","-0.0052","0.1298","5.0348","0.1622"
"1.3600","0.1680","0.2027","-0.0025","0.1319","5.1894","0.1648"
"1.3800","0.1700","0.2093","0.0000","0.1340","5.3580","0.1674"
"1.4000","0.1720","0.2160","0.0020","0.1360","5.5307","0.1699"
"1.4200","0.1740","0.2226","-0.0029","0.1379","5.6998","0.1724"
"1.4400","0.1760","0.2296","-0.0039","0.1400","5.8794","0.1749"
"1.4600","0.1781","0.2374","0.0009","0.1420","6.0785","0.1775"
"1.4800","0.1800","0.2454","0.0002","0.1439","6.2821","0.1798"
"1.5000","0.1819","0.2534","0.0035","0.1459","6.4886","0.1823"
"1.5200","0.1838","0.2619","0.0037","0.1478","6.7045","0.1846"
"1.5400","0.1858","0.2705","-0.0022","0.1498","6.9248","0.1871"
"1.5600","0.1878","0.2798","-0.0021","0.1518","7.1627","0.1896"
"1.5800","0.1899","0.2897","-0.0008","0.1538","7.4170","0.1922"
"1.6000","0.1919","0.3003","-0.0004","0.1559","7.6887","0.1947"
"1.6200","0.1937","0.3107","-0.0003","0.1576","7.9545","0.1970"
"1.6400","0.1956","0.3209","-0.0030","0.1596","8.2158","0.1994"
"1.6600","0.1976","0.3321","-0.0015","0.1616","8.5027","0.2019"
"1.6800","0.1998","0.3448","-0.0004","0.1638","8.8264","0.2046"
"1.7000","0.2020","0.3587","0.0009","0.1659","9.1833","0.2073"
"1.7200","0.2041","0.3734","0.0042","0.1680","9.5595","0.2100"
"1.7400","0.2060","0.3885","-0.0018","0.1700","9.9454","0.2124"
"1.7600","0.2078","0.4030","-0.0021","0.1718","10.3175","0.2146"
"1.7800","0.2098","0.4179","0.0020","0.1738","10.6982","0.2171"
"1.8000","0.2119","0.4345","-0.0006","0.1759","11.1248","0.2198"
"1.8200","0.2140","0.4529","0.0001","0.1780","11.5945","0.2224"
"1.8400","0.2160","0.4720","-0.0032","0.1799","12.0842","0.2248"
"1.8600","0.2179","0.4907","-0.0028","0.1819","12.5621","0.2272"
"1.8800","0.2198","0.5095","0.0007","0.1838","13.0440","0.2297"
"1.9000","0.2217","0.5286","-0.0003","0.1857","13.5324","0.2320"
"1.9200","0.2238","0.5481","0.0034","0.1878","14.0312","0.2346"
"1.9400","0.2259","0.5694","-0.0012","0.1899","14.5771","0.2372"
"1.9600","0.2279","0.5913","-0.0033","0.1919","15.1388","0.2397"
"1.9800","0.2299","0.6132","0.0021","0.1938","15.6991","0.2422"
"2.0000","0.2319","0.6350","-0.0006","0.1959","16.2567","0.2447"
"2.0200","0.2341","0.6579","0.0002","0.1980","16.8437","0.2474"
"2.0400","0.2359","0.6811","-0.0007","0.1999","17.4361","0.2497"
"2.0600","0.2378","0.7032","-0.0023","0.2018","18.0022","0.2521"
"2.0800","0.2397","0.7257","0.0005","0.2037","18.5794","0.2545"
"2.1000","0.2417","0.7493","-0.0015","0.2057","19.1820","0.2570"
"2.1200","0.2438","0.7746","0.0012","0.2077","19.8309","0.2595"
"2.1400","0.2459","0.8019","0.0005","0.2099","20.5309","0.2622"
"2.1600","0.2480","0.8310","-0.0042","0.2119","21.2745","0.2648"
"2.1800","0.2498","0.8595","0.0014","0.2137","22.0048","0.2670"
"2.2000","0.2517","0.8862","0.0005","0.2156","22.6892","0.2694"
"2.2200","0.2537","0.9137","-0.0017","0.2176","23.3931","0.2719"
"2.2400","0.2558","0.9437","0.0001","0.2198","24.1599","0.2746"
"2.2600","0.2580","0.9762","-0.0034","0.2219","24.9913","0.2773"
"2.2800","0.2600","1.0098","0.0010","0.2240","25.8524","0.2799"
"2.3000","0.2620","1.0430","0.0025","0.2260","26.7028","0.2823"
"2.3200","0.2637","1.0741","0.0004","0.2277","27.4993","0.2845"
"2.3400","0.2656","1.1031","0.0004","0.2296","28.2421","0.2869"
"2.3600","0.2677","1.1342","-0.0056","0.2317","29.0373","0.2894"
"2.3800","0.2698","1.1679","0.0005","0.2337","29.9001","0.2920"
"2.4000","0.2718","1.2028","0.0025","0.2358","30.7939","0.2946"
"2.4200","0.2737","1.2370","-0.0031","0.2377","31.6697","0.2970"
"2.4400","0.2757","1.2702","-0.0001","0.2396","32.5194","0.2994"
"2.4600","0.2775","1.3029","-0.0031","0.2415","33.3567","0.3017"
"2.4800","0.2795","1.3352","0.0007","0.2435","34.1836","0.3042"
"2.5000","0.2817","1.3701","0.0026","0.2457","35.0776","0.3069"
"2.5200","0.2838","1.4070","-0.0004","0.2477","36.0203","0.3095"
"2.5400","0.2858","1.4434","0.0023","0.2498","36.9542","0.3121"
"2.5600","0.2878","1.4791","-0.0032","0.2518","37.8677","0.3146"
"2.5800","0.2900","1.5151","0.0000","0.2539","38.7881","0.3173"
"2.6000","0.2919","1.5502","0.0024","0.2558","39.6888","0.3196"
"2.6200","0.2938","1.5804","-0.0049","0.2578","40.4603","0.3221"
"2.6400","0.2958","1.6061","-0.0014","0.2598","41.1188","0.3246"
"2.6600","0.2978","1.6343","-0.0003","0.2617","41.8413","0.3270"
"2.6800","0.2998","1.6665","-0.0015","0.2637","42.6642","0.3295"
"2.7000","0.3018","1.7009","0.0014","0.2658","43.5468","0.3321"
"2.7200","0.3038","1.7367","0.0013","0.2678","44.4617","0.3346"
"2.7400","0.3057","1.7720","0.0022","0.2696","45.3656","0.3369"
"2.7600","0.3076","1.8045","-0.0020","0.2715","46.1984","0.3393"
"2.7800","0.3096","1.8369","-0.0035","0.2736","47.0288","0.3418"
"2.8000","0.3117","1.8706","0.0032","0.2757","47.8907","0.3445"
"2.8200","0.3138","1.9058","0.0007","0.2778","48.7910","0.3471"
"2.8400","0.3159","1.9420","-0.0021","0.2799","49.7191","0.3497"
"2.8600","0.3179","1.9783","-0.0028","0.2819","50.6474","0.3522"
"2.8800","0.3197","2.0132","-0.0042","0.2837","51.5405","0.3544"
"2.9000","0.3216","2.0451","0.0027","0.2856","52.3589","0.3568"
"2.9200","0.3237","2.0787","0.0025","0.2877","53.2192","0.3594"
"2.9400","0.3258","2.1155","-0.0005","0.2898","54.1594","0.3620"
"2.9600","0.3278","2.1533","-0.0014","0.2918","55.1268","0.3646"
"2.9800","0.3297","2.1905","-0.0021","0.2937","56.0807","0.3670"
"3.0000","0.3317","2.2266","0.0045","0.2957","57.0042","0.3695"
"3.0200","0.3336","2.2624","-0.0006","0.2976","57.9210","0.3718"
"3.0400","0.3357","2.2975","-0.0044","0.2996","58.8203","0.3744"
"3.0600","0.3378","2.3342","0.0009","0.3017","59.7587","0.3770"
"3.0800","0.3398","2.3722","-0.0020","0.3037","60.7317","0.3795"
"3.1000","0.3417","2.4099","-0.0002","0.3057","61.6966","0.3820"
"3.1200","0.3438","2.4468","-0.0002","0.3077","62.6413","0.3845"
"3.1400","0.3460","2.4843","-0.0007","0.3099","63.6032","0.3872"
"3.1600","0.3479","2.5236","0.0024","0.3118","64.6072","0.3896"
"3.1800","0.3498","2.5603","-0.0034","0.3137","65.5486","0.3920"
"3.2000","0.3517","2.5953","-0.0006","0.3156","66.4429","0.3944"
"3.2200","0.3536","2.6299","0.0021","0.3175","67.3286","0.3967"
"3.2400","0.3556","2.6652","-0.0039","0.3196","68.2341","0.3993"
"3.2600","0.3577","2.7028","0.0034","0.3217","69.1967","0.4019"
"3.2800","0.3598","2.7426","-0.0038","0.3238","70.2144","0.4046"
"3.3000","0.3616","2.7824","-0.0048","0.3256","71.2334","0.4068"
"3.3200","0.3635","2.8178","0.0063","0.3274","72.1393","0.4091"
"3.3400","0.3655","2.8516","0.0005","0.3294","73.0058","0.4116"
"3.3600","0.3676","2.8881","0.0022","0.3315","73.9410","0.4142"
"3.3800","0.3698","2.9282","-0.0058","0.3338","74.9663","0.4170"
"3.4000","0.3720","2.9707","-0.0035","0.3360","76.0543","0.4198"
"3.4200","0.3740","3.0126","0.0061","0.3380","77.1282","0.4223"
"3.4400","0.3758","3.0510","-0.0034","0.3397","78.1110","0.4245"
"3.4600","0.3776","3.0844","0.0005","0.3416","78.9667","0.4268"
"3.4800","0.3797","3.1182","-0.0036","0.3436","79.8306","0.4294"
"3.5000","0.3818","3.1554","-0.0022","0.3458","80.7836","0.4320"
"3.5200","0.3839","3.1951","0.0069","0.3479","81.8008","0.4346"
"3.5400","0.3858","3.2347","-0.0016","0.3498","82.8123","0.4370"
"3.5600","0.3878","3.2717","-0.0001","0.3517","83.7605","0.4394"
"3.5800","0.3896","3.3072","-0.0022","0.3535","84.6700","0.4417"
"3.6000","0.3915","3.3415","-0.0010","0.3555","85.5476","0.4442"
"3.6200","0.3937","3.3779","0.0039","0.3576","86.4808","0.4468"
"3.6400","0.3957","3.4173","-0.0045","0.3597","87.4890","0.4494"
"3.6600","0.3977","3.4566","-0.0016","0.3617","88.4938","0.4519"
"3.6800","0.3997","3.4945","-0.0011","0.3637","89.4644","0.4544"
"3.7000","0.4018","3.5319","-0.0019","0.3658","90.4233","0.4571"
"3.7200","0.4038","3.5704","0.0040","0.3677","91.4091","0.4595"
"3.7400","0.4057","3.6068","0.0013","0.3696","92.3404","0.4618"
"3.7600","0.4077","3.6424","-0.0009","0.3716","93.2511","0.4644"
"3.7800","0.4097","3.6788","0.0004","0.3736","94.1831","0.4668"
"3.8000","0.4117","3.7157","-0.0031","0.3757","95.1292","0.4694"
"3.8200","0.4138","3.7537","-0.0004","0.3777","96.1016","0.4720"
"3.8400","0.4159","3.7926","0.0039","0.3798","97.0955","0.4746"
"3.8600","0.4177","3.8312","-0.0036","0.3817","98.0862","0.4769"
"3.8800","0.4196","3.8667","-0.0030","0.3836","98.9947","0.4793"
"3.9000","0.4216","3.9012","-0.0029","0.3856","99.8767","0.4818"
"3.9200","0.4237","3.9375","0.0024","0.3877","100.8076","0.4844"
"3.9400","0.4258","3.9759","0.0076","0.3898","101.7905","0.4871"
"3.9600","0.4279","4.0159","-0.0058","0.3919","102.8143","0.4897"
"3.9800","0.4300","4.0554","-0.0025","0.3939","103.8251","0.4922"
"4.0000","0.4318","4.0925","0.0035","0.3957","104.7757","0.4944"
"4.0200","0.4336","4.1254","0.0028","0.3976","105.6176","0.4968"
"4.0400","0.4357","4.1587","-0.0005","0.3997","106.4688","0.4993"
"4.0600","0.4377","4.1952","-0.0091","0.4017","107.4043","0.5019"
"4.0800","0.4398","4.2333","0.0013","0.4038","108.3791","0.5045"
"4.1000","0.4417","4.2710","0.0021","0.4057","109.3443","0.5069"
"4.1200","0.4437","4.3068","-0.0013","0.4077","110.2606","0.5094"
"4.1400","0.4456","4.3420","0.0021","0.4096","111.1633","0.5117"
"4.1600","0.4476","4.3764","-0.0031","0.4115","112.0427","0.5142"
"4.1800","0.4497","4.4114","0.0028","0.4136","112.9400","0.5168"
"4.2000","0.4517","4.4489","0.0013","0.4157","113.8982","0.5194"
"4.2200","0.4538","4.4866","-0.0031","0.4177","114.8642","0.5219"
"4.2400","0.4558","4.5241","0.0020","0.4198","115.8236","0.5245"
"4.2600","0.4580","4.5616","-0.0004","0.4220","116.7846","0.5272"
"4.2800","0.4600","4.6001","-0.0006","0.4239","117.7695","0.5297"
"4.3000","0.4619","4.6359","-0.0033","0.4258","118.6862","0.5321"
"4.3200","0.4638","4.6695","-0.0036","0.4277","119.5459","0.5344"
"4.3400","0.4657","4.7025","0.0057","0.4296","120.3918","0.5368"
"4.3600","0.4677","4.7360","0.0026","0.4317","121.2496","0.5394"
"4.3800","0.4698","4.7720","-0.0055","0.4338","122.1721","0.5420"
"4.4000","0.4719","4.8098","-0.0004","0.4359","123.1390","0.5446"
"4.4200","0.4738","4.8471","0.0022","0.4377","124.0944","0.5469"
"4.4400","0.4755","4.8798","-0.0006","0.4395","124.9304","0.5491"
"4.4600","0.4775","4.9105","0.0004","0.4414","125.7156","0.5516"
"4.4800","0.4795","4.9436","-0.0022","0.4435","126.5650","0.5541"
"4.5000","0.4817","4.9799","-0.0013","0.4457","127.4943","0.5569"
"4.5200","0.4839","5.0191","0.0001","0.4479","128.4981","0.5596"
"4.5400","0.4859","5.0579","0.0011","0.4499","129.4904","0.5621"
"4.5600","0.4877","5.0932","0.0030","0.4516","130.3931","0.5643"
"4.5800","0.4894","5.1227","-0.0031","0.4534","131.1494","0.5665"
"4.6000","0.4914","5.1509","-0.0017","0.4554","131.8725","0.5690"
"4.6200","0.4936","5.1833","0.0006","0.4576","132.7010","0.5717"
"4.6400","0.4958","5.2198","-0.0005","0.4598","133.6367","0.5744"
"4.6600","0.4978","5.2581","0.0022","0.4618","134.6167","0.5770"
"4.6800","0.4997","5.2941","-0.0028","0.4637","135.5364","0.5794"
"4.7000","0.5016","5.3276","-0.0022","0.4656","136.3954","0.5817"
"4.7200","0.5035","5.3596","-0.0001","0.4675","137.2145","0.5841"
"4.7400","0.5057","5.3929","0.0009","0.4697","138.0671","0.5868"
"4.7600","0.5078","5.4300","0.0053","0.4718","139.0158","0.5895"
"4.7800","0.5099","5.4678","-0.0031","0.4738","139.9857","0.5920"
"4.8000","0.5119","5.5044","-0.0032","0.4758","140.9216","0.5945"
"4.8200","0.5139","5.5397","0.0019","0.4779","141.8264","0.5971"
"4.8400","0.5159","5.5754","-0.0013","0.4799","142.7398","0.5996"
"4.8600","0.5178","5.6091","0.0017","0.4817","143.6028","0.6019"
"4.8800","0.5197","5.6414","-0.0019","0.4837","144.4289","0.6044"
"4.9000","0.5217","5.6743","-0.0036","0.4856","145.2717","0.6068"
"4.9200","0.5237","5.7076","0.0021","0.4876","146.1227","0.6093"
"4.9400","0.5257","5.7420","0.0011","0.4897","147.0038","0.6118"
"4.9600","0.5278","5.7774","0.0021","0.4918","147.9112","0.6145"
"4.9800","0.5297","5.8136","-0.0013","0.4937","148.8366","0.6169"
"5.0000","0.5315","5.8467","-0.0024","0.4955","149.6841","0.6191"
"5.0200","0.5335","5.8773","0.0041","0.4975","150.4697","0.6216"
"5.0400","0.5356","5.9100","-0.0036","0.4996","151.3059","0.6242"
"5.0600","0.5378","5.9457","-0.0010","0.5018","152.2203","0.6269"
"5.0800","0.5400","5.9839","0.0029","0.5039","153.1974","0.6296"
"5.1000","0.5420","6.0221","-0.0043","0.5060","154.1757","0.6322"
"5.1200","0.5439","6.0581","0.0004","0.5078","155.0967","0.6345"
"5.1400","0.5457","6.0892","-0.0009","0.5097","155.8937","0.6368"
"5.1600","0.5477","6.1190","0.0043","0.5117","156.6560","0.6393"
"5.1800","0.5498","6.1523","0.0041","0.5138","157.5087","0.6420"
"5.2000","0.5519","6.1881","-0.0065","0.5159","158.4252","0.6446"
"5.2200","0.5539","6.2242","0.0009","0.5179","159.3504","0.6470"
"5.2400","0.5558","6.2580","0.0003","0.5198","160.2154","0.6495"
"5.2600","0.5578","6.2905","0.0018","0.5217","161.0460","0.6519"
"5.2800","0.5597","6.3218","0.0014","0.5236","161.8491","0.6543"
"5.3000","0.5617","6.3536","-0.0075","0.5257","162.6626","0.6568"
"5.3200","0.5638","6.3877","0.0011","0.5277","163.5351","0.6594"
"5.3400","0.5658","6.4222","0.0028","0.5297","164.4185","0.6619"
"5.3600","0.5678","6.4563","0.0011","0.5318","165.2915","0.6644"
"5.3800","0.5699","6.4902","0.0011","0.5339","166.1603","0.6671"
"5.4000","0.5720","6.5253","-0.0040","0.5359","167.0588","0.6696"
"5.4200","0.5738","6.5589","0.0035","0.5377","167.9186","0.6719"
"5.4400","0.5757","6.5892","0.0014","0.5396","168.6950","0.6742"
"5.4600","0.5776","6.6196","-0.0037","0.5416","169.4717","0.6767"
"5.4800","0.5796","6.6513","0.0020","0.5436","170.2830","0.6792"
"5.5000","0.5817","6.6851","-0.0021","0.5457","171.1489","0.6818"
"5.5200","0.5839","6.7205","-0.0009","0.5478","172.0568","0.6845"
"5.5400","0.5859","6.7563","0.0010","0.5498","172.9732","0.6870"
"5.5600","0.5876","6.7887","-0.0002","0.5516","173.8027","0.6892"
"5.5800","0.5896","6.8178","0.0026","0.5535","174.5465","0.6916"
"5.6000","0.5916","6.8481","-0.0010","0.5556","175.3216","0.6942"
"5.6200","0.5938","6.8816","-0.0006","0.5578","176.1794","0.6969"
"5.6400","0.5960","6.9183","-0.0012","0.5600","177.1198","0.6997"
"5.6600","0.5981","6.9554","0.0028","0.5621","178.0705","0.7023"
"5.6800","0.5999","6.9895","0.0036","0.5639","178.9437","0.7045"
"5.7000","0.6016","7.0182","-0.0033","0.5656","179.6780","0.7066"
"5.7200","0.6035","7.0446","-0.0030","0.5675","180.3533","0.7091"
"5.7400","0.6056","7.0747","-0.0006","0.5696","181.1249","0.7117"
"5.7600","0.6078","7.1091","0.0054","0.5718","182.0041","0.7144"
"5.7800","0.6098","7.1449","0.0004","0.5738","182.9217","0.7169"
"5.8000","0.6117","7.1781","-0.0037","0.5757","183.7720","0.7193"
"5.8200","0.6136","7.2091","0.0005","0.5776","184.5655","0.7217"
"5.8400","0.6154","7.2387","0.0013","0.5794","185.3235","0.7239"
"5.8600","0.6175","7.2680","0.0021","0.5815","186.0730","0.7266"
"5.8800","0.6197","7.3009","-0.0021","0.5837","186.9142","0.7293"
"5.9000","0.6218","7.3362","0.0008","0.5858","187.8180","0.7319"
"5.9200","0.6239","7.3711","-0.0007","0.5879","188.7121","0.7345"
"5.9400","0.6260","7.4050","-0.0007","0.5900","189.5794","0.7371"
"5.9600","0.6280","7.4387","0.0034","0.5920","190.4421","0.7396"
"5.9800","0.6298","7.4701","-0.0020","0.5938","191.2465","0.7419"
"6.0000","0.6318","7.4991","0.0012","0.5958","191.9898","0.7444"
"6.0200","0.6338","7.5292","-0.0002","0.5978","192.7592","0.7469"
"6.0400","0.6358","7.5600","-0.0014","0.5998","193.5477","0.7494"
"6.0600","0.6378","7.5917","0.0015","0.6018","194.3608","0.7519"
"6.0800","0.6399","7.6241","-0.0004","0.6038","195.1887","0.7545"
"6.1000","0.6418","7.6566","0.0013","0.6058","196.0207","0.7569"
"6.1200","0.6436","7.6868","-0.0035","0.6076","196.7955","0.7591"
"6.1400","0.6456","7.7143","0.0006","0.6095","197.4995","0.7616"
"6.1600","0.6476","7.7437","0.0032","0.6116","198.2520","0.7641"
"6.1800","0.6497","7.7757","-0.0011","0.6137","199.0714","0.7667"
"6.2000","0.6519","7.8096","0.0012","0.6158","199.9398","0.7695"
"6.2200","0.6540","7.8443","-0.0009","0.6179","200.8278","0.7721"
"6.2400","0.6559","7.8777","0.0007","0.6199","201.6819","0.7745"
"6.2600","0.6576","7.9070","-0.0017","0.6216","202.4332","0.7766"
"6.2800","0.6596","7.9333","-0.0009","0.6236","203.1058","0.7791"
"6.3000","0.6617","7.9623","0.0036","0.6257","203.8468","0.7818"
"6.3200","0.6638","7.9950","-0.0020","0.6278","204.6845","0.7844"
"6.3400","0.6658","8.0286","-0.0039","0.6298","205.5454","0.7869"
"6.3600","0.6678","8.0605","0.0004","0.6318","206.3628","0.7894"
"6.3800","0.6698","8.0910","0.0040","0.6337","207.1421","0.7918"
"6.4000","0.6716","8.1199","0.0014","0.6356","207.8816","0.7941"
"6.4200","0.6737","8.1476","-0.0030","0.6376","208.5914","0.7967"
"6.4400","0.6758","8.1781","-0.0029","0.6397","209.3718","0.7993"
"6.4600","0.6778","8.2104","0.0020","0.6417","210.1989","0.8018"
"6.4800","0.6798","8.2423","0.0028","0.6438","211.0176","0.8044"
"6.5000","0.6820","8.2738","-0.0020","0.6459","211.8224","0.8070"
"6.5200","0.6840","8.3060","-0.0036","0.6480","212.6471","0.8096"
"6.5400","0.6858","8.3365","-0.0023","0.6498","213.4269","0.8119"
"6.5600","0.6877","8.3636","0.0039","0.6517","214.1211","0.8142"
"6.5800","0.6896","8.3907","0.0016","0.6536","214.8152","0.8166"
"6.6000","0.6916","8.4188","-0.0037","0.6556","215.5359","0.8191"
"6.6200","0.6937","8.4486","0.0002","0.6577","216.2977","0.8218"
"6.6400","0.6958","8.4805","-0.0005","0.6598","217.1137","0.8244"
"6.6600","0.6979","8.5127","0.0009","0.6618","217.9395","0.8269"
"6.6800","0.6996","8.5423","0.0002","0.6635","218.6978","0.8290"
"6.7000","0.7014","8.5673","-0.0014","0.6654","219.3357","0.8314"
"6.7200","0.7035","8.5932","0.0009","0.6675","219.9998","0.8339"
"6.7400","0.7057","8.6234","-0.0024","0.6696","220.7743","0.8367"
"6.7600","0.7080","8.6573","-0.0008","0.6719","221.6405","0.8396"
"6.7800","0.7101","8.6926","0.0001","0.6741","222.5445","0.8422"
"6.8000","0.7120","8.7254","-0.0005","0.6760","223.3858","0.8446"
"6.8200","0.7137","8.7522","0.0020","0.6777","224.0718","0.8467"
"6.8400","0.7156","8.7750","-0.0025","0.6796","224.6550","0.8491"
"6.8600","0.7177","8.8007","-0.0027","0.6817","225.3124","0.8518"
"6.8800","0.7199","8.8310","0.0013","0.6839","226.0882","0.8545"
"6.9000","0.7220","8.8635","0.0017","0.6859","226.9211","0.8571"
"6.9200","0.7239","8.8941","0.0000","0.6879","227.7041","0.8594"
"6.9400","0.7258","8.9215","-0.0053","0.6898","228.4042","0.8618"
"6.9600","0.7276","8.9466","-0.0011","0.6915","229.0477","0.8640"
"6.9800","0.7296","8.9712","0.0045","0.6936","229.6774","0.8665"
"7.0000","0.7318","8.9995","-0.0009","0.6957","230.4008","0.8693"
"7.0200","0.7338","9.0309","-0.0031","0.6978","231.2047","0.8719"
"7.0400","0.7359","9.0615","-0.0030","0.6999","231.9886","0.8744"
"7.0600","0.7379","9.0904","-0.0003","0.7019","232.7288","0.8770"
"7.0800","0.7400","9.1190","0.0036","0.7040","233.4602","0.8795"
"7.1000","0.7418","9.1466","-0.0012","0.7057","234.1691","0.8818"
"7.1200","0.7437","9.1713","-0.0038","0.7077","234.8000","0.8842"
"7.1400","0.7458","9.1969","-0.0010","0.7097","235.4559","0.8867"
"7.1600","0.7477","9.2244","0.0009","0.7117","236.1588","0.8892"
"7.1800","0.7498","9.2525","0.0005","0.7138","236.8788","0.8919"
"7.2000","0.7519","9.2818","-0.0026","0.7159","237.6289","0.8945"
"7.2200","0.7540","9.3115","-0.0008","0.7179","238.3909","0.8970"
"7.2400","0.7557","9.3391","0.0014","0.7197","239.0966","0.8992"
"7.2600","0.7576","9.3629","-0.0031","0.7216","239.7065","0.9016"
"7.2800","0.7597","9.3872","-0.0019","0.7237","240.3289","0.9042"
"7.3000","0.7618","9.4144","0.0017","0.7258","241.0235","0.9068"
"7.3200","0.7640","9.4443","-0.0006","0.7280","241.7897","0.9095"
"7.3400","0.7661","9.4751","-0.0025","0.7300","242.5772","0.9121"
"7.3600","0.7680","9.5040","-0.0034","0.7320","243.3187","0.9146"
"7.3800","0.7697","9.5290","0.0016","0.7337","243.9574","0.9167"
"7.4000","0.7716","9.5501","0.0020","0.7356","244.4973","0.9191"
