Time,Displacement,Force,Strain 1,Tensile displacement,Tensile stress,Tensile strain (Displacement)
(s),(mm),(kN),(%),(mm),(MPa),(%)
"36.0000","3.6322","15.5909","0.0012","3.5961","399.1525","4.4931"
"36.0200","3.6344","15.5977","-0.0024","3.5984","399.3277","4.4959"
"36.0400","3.6363","15.6019","0.0019","3.6003","399.4350","4.4984"
"36.0600","3.6379","15.6006","-0.0005","3.6019","399.4017","4.5003"
"36.0800","3.6396","15.5945","-0.0019","3.6036","399.2442","4.5025"
"36.1000","3.6417","15.5909","0.0001","3.6057","399.1516","4.5051"
"36.1200","3.6440","15.5944","-0.0001","3.6079","399.2413","4.5079"
"36.1400","3.6461","15.6011","0.0011","3.6101","399.4135","4.5106"
"36.1600","3.6481","15.6059","-0.0012","3.6121","399.5359","4.5131"
"36.1800","3.6500","15.6064","-0.0009","3.6139","399.5499","4.5154"
"36.2000","3.6517","15.6043","-0.0002","3.6157","399.4954","4.5175"
"36.2200","3.6535","15.6009","-0.0019","3.6175","399.4096","4.5198"
"36.2400","3.6557","15.6005","0.0016","3.6197","399.3974","4.5226"
"36.2600","3.6579","15.6058","0.0013","3.6219","399.5331","4.5254"
"36.2800","3.6601","15.6118","-0.0046","3.6240","399.6877","4.5280"
"36.3000","3.6621","15.6157","-0.0010","3.6261","399.7879","4.5306"
"36.3200","3.6642","15.6178","0.0021","3.6282","399.8418","4.5332"
"36.3400","3.6660","15.6185","0.0016","3.6300","399.8583","4.5355"
"36.3600","3.6679","15.6161","-0.0011","3.6318","399.7977","4.5377"
"36.3800","3.6700","15.6145","-0.0045","3.6339","399.7568","4.5404"
"36.4000","3.6720","15.6167","0.0022","3.6360","399.8129","4.5429"
"36.4200","3.6741","15.6199","0.0000","3.6381","399.8952","4.5455"
"36.4400","3.6761","15.6227","-0.0007","3.6401","399.9670","4.5481"
"36.4600","3.6782","15.6249","0.0012","3.6421","400.0218","4.5506"
"36.4800","3.6799","15.6256","-0.0045","3.6439","400.0414","4.5528"
"36.5000","3.6817","15.6233","0.0002","3.6457","399.9815","4.5550"
"36.5200","3.6837","15.6212","0.0012","3.6477","399.9286","4.5576"
"36.5400","3.6859","15.6235","-0.0002","3.6498","399.9879","4.5603"
"36.5600","3.6880","15.6284","0.0002","3.6520","400.1128","4.5630"
"36.5800","3.6902","15.6336","-0.0031","3.6541","400.2447","4.5656"
"36.6000","3.6922","15.6371","0.0013","3.6562","400.3363","4.5681"
"36.6200","3.6939","15.6375","-0.0002","3.6579","400.3454","4.5703"
"36.6400","3.6956","15.6335","-0.0008","3.6596","400.2433","4.5724"
"36.6600","3.6977","15.6303","0.0014","3.6617","400.1616","4.5750"
"36.6800","3.6999","15.6334","-0.0032","3.6639","400.2407","4.5778"
"36.7000","3.7020","15.6394","-0.0012","3.6660","400.3945","4.5804"
"36.7200","3.7040","15.6442","0.0006","3.6680","400.5160","4.5829"
"36.7400","3.7060","15.6459","0.0001","3.6700","400.5603","4.5854"
"36.7600","3.7078","15.6457","0.0007","3.6718","400.5547","4.5877"
"36.7800","3.7097","15.6435","-0.0020","3.6736","400.4990","4.5900"
"36.8000","3.7118","15.6426","-0.0010","3.6758","400.4750","4.5927"
"36.8200","3.7139","15.6460","-0.0001","3.6779","400.5644","4.5953"
"36.8400","3.7160","15.6502","-0.0003","3.6800","400.6700","4.5979"
"36.8600","3.7181","15.6531","0.0023","3.6820","400.7454","4.6005"
"36.8800","3.7202","15.6553","-0.0024","3.6842","400.8015","4.6031"
"36.9000","3.7221","15.6570","-0.0036","3.6860","400.8460","4.6055"
"36.9200","3.7238","15.6554","0.0020","3.6878","400.8030","4.6077"
"36.9400","3.7258","15.6527","-0.0002","3.6898","400.7342","4.6101"
"36.9600","3.7278","15.6533","-0.0007","3.6918","400.7491","4.6126"
"36.9800","3.7299","15.6556","-0.0015","3.6938","400.8078","4.6152"
"37.0000","3.7320","15.6590","-0.0019","3.6960","400.8954","4.6179"
"37.0200","3.7341","15.6629","0.0007","3.6981","400.9946","4.6205"
"37.0400","3.7359","15.6651","-0.0009","3.6999","401.0534","4.6228"
"37.0600","3.7376","15.6633","0.0009","3.7016","401.0058","4.6249"
"37.0800","3.7396","15.6597","-0.0005","3.7035","400.9151","4.6273"
"37.1000","3.7417","15.6607","-0.0027","3.7057","400.9407","4.6301"
"37.1200","3.7440","15.6660","0.0007","3.7080","401.0757","4.6329"
"37.1400","3.7463","15.6730","-0.0003","3.7102","401.2552","4.6357"
"37.1600","3.7484","15.6787","-0.0003","3.7124","401.4007","4.6384"
"37.1800","3.7501","15.6800","0.0002","3.7140","401.4325","4.6405"
"37.2000","3.7517","15.6748","-0.0022","3.7157","401.3009","4.6425"
"37.2200","3.7538","15.6697","-0.0014","3.7177","401.1698","4.6451"
"37.2400","3.7560","15.6714","-0.0003","3.7200","401.2133","4.6479"
"37.2600","3.7582","15.6777","0.0017","3.7222","401.3745","4.6506"
"37.2800","3.7602","15.6830","0.0002","3.7242","401.5116","4.6531"
"37.3000","3.7621","15.6843","-0.0043","3.7260","401.5443","4.6555"
"37.3200","3.7638","15.6824","0.0003","3.7278","401.4961","4.6577"
"37.3400","3.7656","15.6792","0.0019","3.7296","401.4130","4.6599"
"37.3600","3.7678","15.6779","-0.0012","3.7317","401.3810","4.6626"
"37.3800","3.7700","15.6824","0.0000","3.7340","401.4941","4.6654"
"37.4000","3.7721","15.6886","-0.0017","3.7361","401.6543","4.6680"
"37.4200","3.7742","15.6925","-0.0011","3.7382","401.7549","4.6706"
"37.4400","3.7763","15.6943","0.0008","3.7402","401.7986","4.6732"
"37.4600","3.7781","15.6946","0.0001","3.7421","401.8078","4.6755"
"37.4800","3.7798","15.6920","0.0010","3.7438","401.7413","4.6776"
"37.5000","3.7819","15.6890","-0.0033","3.7458","401.6637","4.6802"
"37.5200","3.7839","15.6901","-0.0012","3.7479","401.6914","4.6828"
"37.5400","3.7860","15.6932","0.0030","3.7500","401.7713","4.6853"
"37.5600","3.7881","15.6969","-0.0019","3.7520","401.8656","4.6879"
"37.5800","3.7902","15.7002","0.0005","3.7541","401.9518","4.6905"
"37.6000","3.7920","15.7026","-0.0002","3.7560","402.0119","4.6929"
"37.6200","3.7938","15.7014","-0.0022","3.7578","401.9823","4.6951"
"37.6400","3.7958","15.6988","0.0009","3.7597","401.9139","4.6976"
"37.6600","3.7979","15.6997","-0.0003","3.7619","401.9384","4.7002"
"37.6800","3.8001","15.7040","0.0025","3.7640","402.0474","4.7029"
"37.7000","3.8023","15.7093","-0.0032","3.7662","402.1833","4.7057"
"37.7200","3.8043","15.7135","-0.0032","3.7683","402.2920","4.7083"
"37.7400","3.8061","15.7147","0.0037","3.7701","402.3226","4.7105"
"37.7600","3.8078","15.7112","-0.0011","3.7718","402.2324","4.7126"
"37.7800","3.8098","15.7070","0.0008","3.7738","402.1243","4.7151"
"37.8000","3.8120","15.7084","-0.0013","3.7760","402.1600","4.7178"
"37.8200","3.8141","15.7134","-0.0026","3.7781","402.2890","4.7204"
"37.8400","3.8161","15.7177","0.0022","3.7800","402.3987","4.7229"
"37.8600","3.8180","15.7192","0.0004","3.7820","402.4370","4.7253"
"37.8800","3.8199","15.7188","0.0009","3.7838","402.4277","4.7277"
"37.9000","3.8216","15.7171","-0.0024","3.7856","402.3830","4.7298"
"37.9200","3.8237","15.7154","-0.0029","3.7876","402.3394","4.7324"
"37.9400","3.8259","15.7183","0.0026","3.7898","402.4142","4.7352"
"37.9600","3.8279","15.7237","-0.0002","3.7919","402.5513","4.7377"
"37.9800","3.8300","15.7277","-0.0015","3.7940","402.6543","4.7404"
"38.0000","3.8322","15.7309","0.0002","3.7962","402.7363","4.7431"
"38.0200","3.8342","15.7341","-0.0011","3.7982","402.8175","4.7456"
"38.0400","3.8360","15.7337","-0.0006","3.8000","402.8095","4.7478"
"38.0600","3.8379","15.7307","0.0002","3.8019","402.7308","4.7502"
"38.0800","3.8400","15.7298","0.0010","3.8039","402.7087","4.7528"
"38.1000","3.8420","15.7313","0.0005","3.8060","402.7479","4.7553"
"38.1200","3.8441","15.7342","-0.0035","3.8081","402.8221","4.7580"
"38.1400","3.8462","15.7378","0.0000","3.8102","402.9125","4.7606"
"38.1600","3.8481","15.7400","0.0012","3.8121","402.9708","4.7630"
"38.1800","3.8498","15.7385","-0.0009","3.8138","402.9325","4.7651"
"38.2000","3.8517","15.7347","0.0016","3.8157","402.8344","4.7674"
"38.2200","3.8538","15.7346","-0.0033","3.8178","402.8316","4.7701"
"38.2400","3.8560","15.7388","-0.0019","3.8200","402.9401","4.7728"
"38.2600","3.8583","15.7452","0.0023","3.8223","403.1033","4.7757"
"38.2800","3.8604","15.7508","0.0010","3.8243","403.2451","4.7783"
"38.3000","3.8621","15.7524","0.0000","3.8261","403.2864","4.7805"
"38.3200","3.8637","15.7482","-0.0036","3.8277","403.1805","4.7824"
"38.3400","3.8656","15.7422","-0.0005","3.8296","403.0262","4.7849"
"38.3600","3.8679","15.7425","0.0030","3.8319","403.0331","4.7877"
"38.3800","3.8702","15.7490","-0.0008","3.8341","403.2013","4.7905"
"38.4000","3.8722","15.7561","-0.0015","3.8362","403.3817","4.7931"
"38.4200","3.8742","15.7591","-0.0014","3.8381","403.4577","4.7955"
"38.4400","3.8760","15.7582","-0.0008","3.8399","403.4350","4.7978"
"38.4600","3.8777","15.7552","0.0029","3.8417","403.3580","4.8000"
"38.4800","3.8798","15.7527","-0.0008","3.8438","403.2953","4.8025"
"38.5000","3.8820","15.7556","-0.0022","3.8460","403.3687","4.8054"
"38.5200","3.8841","15.7613","-0.0003","3.8481","403.5145","4.8079"
"38.5400","3.8862","15.7649","-0.0006","3.8501","403.6070","4.8105"
"38.5600","3.8882","15.7668","0.0016","3.8522","403.6562","4.8130"
"38.5800","3.8901","15.7678","-0.0018","3.8541","403.6814","4.8155"
"38.6000","3.8919","15.7666","0.0001","3.8558","403.6509","4.8176"
"38.6200","3.8938","15.7638","0.0017","3.8578","403.5786","4.8200"
"38.6400","3.8959","15.7639","-0.0038","3.8598","403.5823","4.8226"
"38.6600","3.8978","15.7662","0.0009","3.8618","403.6409","4.8251"
"38.6800","3.8999","15.7688","0.0014","3.8639","403.7074","4.8277"
"38.7000","3.9020","15.7719","-0.0002","3.8660","403.7856","4.8303"
"38.7200","3.9040","15.7746","-0.0004","3.8679","403.8566","4.8327"
"38.7400","3.9057","15.7750","-0.0027","3.8696","403.8649","4.8349"
"38.7600","3.9076","15.7722","0.0011","3.8715","403.7931","4.8372"
"38.7800","3.9097","15.7718","0.0009","3.8737","403.7845","4.8399"
"38.8000","3.9119","15.7758","0.0009","3.8759","403.8875","4.8426"
"38.8200","3.9141","15.7816","-0.0008","3.8781","404.0341","4.8454"
"38.8400","3.9163","15.7870","-0.0046","3.8803","404.1722","4.8481"
"38.8600","3.9182","15.7898","0.0019","3.8822","404.2437","4.8505"
"38.8800","3.9198","15.7875","0.0045","3.8838","404.1865","4.8526"
"38.9000","3.9218","15.7823","-0.0020","3.8857","404.0537","4.8550"
"38.9200","3.9240","15.7816","-0.0025","3.8880","404.0359","4.8578"
"38.9400","3.9262","15.7866","-0.0011","3.8901","404.1624","4.8605"
"38.9600","3.9282","15.7917","0.0023","3.8922","404.2937","4.8630"
"38.9800","3.9302","15.7939","0.0023","3.8941","404.3499","4.8655"
"39.0000","3.9321","15.7936","-0.0034","3.8960","404.3414","4.8679"
"39.0200","3.9338","15.7918","0.0011","3.8978","404.2950","4.8700"
"39.0400","3.9358","15.7893","-0.0011","3.8998","404.2329","4.8725"
"39.0600","3.9380","15.7912","-0.0010","3.9020","404.2804","4.8753"
"39.0800","3.9400","15.7959","0.0036","3.9040","404.4009","4.8778"
"39.1000","3.9421","15.7990","-0.0028","3.9060","404.4808","4.8804"
"39.1200","3.9442","15.8010","0.0006","3.9081","404.5304","4.8830"
"39.1400","3.9462","15.8032","-0.0002","3.9102","404.5884","4.8855"
"39.1600","3.9479","15.8036","-0.0013","3.9119","404.5987","4.8877"
"39.1800","3.9498","15.8006","0.0021","3.9138","404.5223","4.8900"
"39.2000","3.9518","15.7996","-0.0010","3.9158","404.4954","4.8925"
"39.2200","3.9538","15.8014","0.0023","3.9178","404.5424","4.8950"
"39.2400","3.9560","15.8046","-0.0039","3.9200","404.6238","4.8977"
"39.2600","3.9581","15.8090","-0.0027","3.9221","404.7375","4.9004"
"39.2800","3.9602","15.8131","0.0064","3.9241","404.8401","4.9029"
"39.3000","3.9619","15.8133","-0.0001","3.9258","404.8454","4.9051"
"39.3200","3.9637","15.8095","-0.0022","3.9276","404.7497","4.9073"
"39.3400","3.9658","15.8075","-0.0025","3.9297","404.6972","4.9100"
"39.3600","3.9680","15.8104","0.0014","3.9319","404.7729","4.9127"
"39.3800","3.9702","15.8161","0.0040","3.9342","404.9172","4.9156"
"39.4000","3.9724","15.8220","-0.0022","3.9363","405.0695","4.9182"
"39.4200","3.9743","15.8245","-0.0007","3.9382","405.1330","4.9206"
"39.4400","3.9758","15.8216","0.0001","3.9398","405.0589","4.9225"
"39.4600","3.9776","15.8155","-0.0005","3.9416","404.9022","4.9248"
"39.4800","3.9798","15.8137","0.0019","3.9438","404.8564","4.9275"
"39.5000","3.9821","15.8187","0.0003","3.9460","404.9843","4.9303"
"39.5200","3.9841","15.8251","-0.0018","3.9481","405.1486","4.9329"
"39.5400","3.9860","15.8281","0.0005","3.9500","405.2245","4.9353"
"39.5600","3.9879","15.8275","-0.0003","3.9519","405.2111","4.9376"
"39.5800","3.9896","15.8252","0.0001","3.9536","405.1523","4.9397"
"39.6000","3.9915","15.8224","0.0012","3.9555","405.0781","4.9421"
"39.6200","3.9938","15.8235","-0.0004","3.9578","405.1078","4.9450"
"39.6400","3.9960","15.8299","0.0003","3.9600","405.2721","4.9477"
"39.6600","3.9981","15.8354","-0.0026","3.9621","405.4129","4.9503"
"39.6800","4.0002","15.8384","0.0014","3.9641","405.4893","4.9529"
"39.7000","4.0022","15.8403","0.0033","3.9662","405.5370","4.9555"
"39.7200","4.0040","15.8404","-0.0022","3.9679","405.5409","4.9577"
"39.7400","4.0059","15.8374","-0.0008","3.9698","405.4644","4.9601"
"39.7600","4.0080","15.8367","-0.0005","3.9719","405.4452","4.9627"
"39.7800","4.0100","15.8390","0.0014","3.9739","405.5047","4.9652"
"39.8000","4.0120","15.8415","0.0022","3.9760","405.5679","4.9678"
"39.8200","4.0141","15.8441","-0.0012","3.9781","405.6353","4.9703"
"39.8400","4.0161","15.8461","-0.0003","3.9801","405.6868","4.9728"
"39.8600","4.0178","15.8464","-0.0015","3.9818","405.6925","4.9750"
"39.8800","4.0197","15.8436","0.0009","3.9837","405.6233","4.9773"
"39.9000","4.0218","15.8425","0.0031","3.9857","405.5948","4.9799"
"39.9200","4.0239","15.8454","-0.0021","3.9879","405.6690","4.9826"
"39.9400","4.0261","15.8500","-0.0006","3.9901","405.7872","4.9853"
"39.9600","4.0282","15.8548","0.0005","3.9922","405.9095","4.9880"
"39.9800","4.0302","15.8577","-0.0006","3.9942","405.9828","4.9905"
"40.0000","4.0318","15.8567","0.0019","3.9958","405.9584","4.9925"
"40.0200","4.0336","15.8518","0.0011","3.9976","405.8329","4.9947"
"40.0400","4.0358","15.8494","-0.0004","3.9997","405.7698","4.9974"
"40.0600","4.0379","15.8530","-0.0012","4.0019","405.8620","5.0001"
"40.0800","4.0400","15.8585","-0.0010","4.0040","406.0028","5.0028"
"40.1000","4.0420","15.8620","0.0038","4.0060","406.0943","5.0052"
"40.1200","4.0440","15.8630","0.0012","4.0080","406.1195","5.0077"
"40.1400","4.0458","15.8622","-0.0019","4.0097","406.0979","5.0099"
"40.1600","4.0476","15.8595","-0.0007","4.0116","406.0287","5.0122"
"40.1800","4.0498","15.8592","-0.0015","4.0138","406.0217","5.0150"
"40.2000","4.0519","15.8632","0.0040","4.0159","406.1240","5.0176"
"40.2200","4.0540","15.8671","0.0019","4.0179","406.2240","5.0201"
"40.2400","4.0561","15.8699","-0.0030","4.0200","406.2966","5.0228"
"40.2600","4.0581","15.8725","-0.0009","4.0221","406.3617","5.0254"
"40.2800","4.0599","15.8737","0.0004","4.0239","406.3938","5.0276"
"40.3000","4.0617","15.8711","0.0036","4.0257","406.3261","5.0298"
"40.3200","4.0637","15.8690","-0.0003","4.0277","406.2722","5.0324"
"40.3400","4.0657","15.8705","-0.0026","4.0297","406.3102","5.0349"
"40.3600","4.0678","15.8734","0.0018","4.0318","406.3850","5.0375"
"40.3800","4.0700","15.8776","-0.0009","4.0340","406.4922","5.0402"
"40.4000","4.0721","15.8817","0.0005","4.0360","406.5977","5.0428"
"40.4200","4.0739","15.8837","0.0025","4.0378","406.6493","5.0450"
"40.4400","4.0756","15.8813","-0.0004","4.0396","406.5868","5.0472"
"40.4600","4.0777","15.8783","-0.0014","4.0416","406.5112","5.0498"
"40.4800","4.0798","15.8801","-0.0015","4.0438","406.5562","5.0525"
"40.5000","4.0822","15.8851","0.0023","4.0461","406.6855","5.0554"
"40.5200","4.0843","15.8915","0.0020","4.0483","406.8475","5.0581"
"40.5400","4.0863","15.8952","-0.0018","4.0503","406.9426","5.0606"
"40.5600","4.0880","15.8937","-0.0004","4.0519","406.9059","5.0626"
"40.5800","4.0897","15.8875","-0.0003","4.0536","406.7455","5.0648"
"40.6000","4.0918","15.8837","0.0008","4.0558","406.6485","5.0675"
"40.6200","4.0941","15.8872","0.0026","4.0581","406.7381","5.0703"
"40.6400","4.0963","15.8941","-0.0007","4.0602","406.9140","5.0730"
"40.6600","4.0982","15.8985","-0.0011","4.0622","407.0269","5.0754"
"40.6800","4.1001","15.8984","0.0005","4.0640","407.0246","5.0778"
"40.7000","4.1018","15.8959","0.0014","4.0658","406.9614","5.0799"
"40.7200","4.1037","15.8925","0.0015","4.0676","406.8750","5.0823"
"40.7400","4.1059","15.8927","-0.0014","4.0699","406.8781","5.0851"
"40.7600","4.1081","15.8982","0.0006","4.0721","407.0190","5.0878"
"40.7800","4.1101","15.9033","0.0000","4.0741","407.1498","5.0903"
"40.8000","4.1122","15.9056","-0.0020","4.0761","407.2104","5.0929"
"40.8200","4.1142","15.9067","0.0036","4.0782","407.2367","5.0954"
"40.8400","4.1160","15.9068","0.0019","4.0800","407.2407","5.0977"
"40.8600","4.1178","15.9042","-0.0030","4.0818","407.1745","5.0999"
"40.8800","4.1199","15.9028","-0.0013","4.0839","407.1368","5.1026"
"40.9000","4.1220","15.9051","0.0019","4.0859","407.1972","5.1051"
"40.9200","4.1240","15.9082","0.0031","4.0880","407.2750","5.1077"
"40.9400","4.1261","15.9113","-0.0008","4.0901","407.3563","5.1103"
"40.9600","4.1282","15.9142","-0.0018","4.0921","407.4292","5.1129"
"40.9800","4.1300","15.9156","0.0006","4.0939","407.4662","5.1151"
"41.0000","4.1318","15.9135","-0.0003","4.0957","407.4109","5.1174"
"41.0200","4.1338","15.9112","0.0022","4.0978","407.3539","5.1199"
"41.0400","4.1359","15.9129","0.0018","4.0999","407.3961","5.1225"
"41.0600","4.1381","15.9171","-0.0026","4.1021","407.5036","5.1253"
"41.0800","4.1402","15.9223","-0.0003","4.1042","407.6365","5.1280"
"41.1000","4.1423","15.9259","0.0007","4.1062","407.7285","5.1305"
"41.1200","4.1440","15.9260","0.0017","4.1080","407.7329","5.1326"
"41.1400","4.1457","15.9217","0.0015","4.1097","407.6227","5.1348"
"41.1600","4.1478","15.9183","-0.0024","4.1118","407.5335","5.1374"
"41.1800","4.1500","15.9207","-0.0002","4.1140","407.5964","5.1401"
"41.2000","4.1521","15.9259","-0.0004","4.1160","407.7282","5.1427"
"41.2200","4.1540","15.9294","0.0010","4.1180","407.8188","5.1452"
"41.2400","4.1560","15.9301","0.0040","4.1200","407.8364","5.1476"
"41.2600","4.1578","15.9294","-0.0030","4.1218","407.8179","5.1499"
"41.2800","4.1596","15.9270","-0.0019","4.1236","407.7563","5.1521"
"41.3000","4.1618","15.9257","0.0015","4.1257","407.7244","5.1548"
"41.3200","4.1639","15.9295","0.0011","4.1279","407.8219","5.1575"
"41.3400","4.1660","15.9344","0.0027","4.1300","407.9480","5.1601"
"41.3600","4.1681","15.9381","-0.0025","4.1321","408.0405","5.1628"
"41.3800","4.1703","15.9412","-0.0009","4.1343","408.1197","5.1655"
"41.4000","4.1722","15.9436","0.0009","4.1362","408.1813","5.1679"
"41.4200","4.1740","15.9416","0.0000","4.1379","408.1313","5.1701"
"41.4400","4.1759","15.9384","0.0036","4.1399","408.0499","5.1726"
"41.4600","4.1780","15.9384","-0.0027","4.1419","408.0500","5.1751"
"41.4800","4.1801","15.9404","-0.0022","4.1440","408.1007","5.1777"
"41.5000","4.1822","15.9441","0.0019","4.1462","408.1956","5.1804"
"41.5200","4.1843","15.9482","0.0001","4.1483","408.3012","5.1830"
"41.5400","4.1860","15.9496","0.0019","4.1500","408.3351","5.1852"
"41.5600","4.1877","15.9459","-0.0017","4.1517","408.2417","5.1873"
"41.5800","4.1897","15.9419","-0.0006","4.1536","408.1384","5.1897"
"41.6000","4.1918","15.9430","0.0009","4.1558","408.1671","5.1924"
"41.6200","4.1941","15.9482","-0.0011","4.1581","408.3012","5.1952"
"41.6400","4.1963","15.9551","0.0029","4.1603","408.4777","5.1980"
"41.6600","4.1983","15.9601","0.0004","4.1623","408.6037","5.2005"
"41.6800","4.2000","15.9599","-0.0026","4.1640","408.6007","5.2026"
"41.7000","4.2016","15.9543","0.0010","4.1656","408.4554","5.2046"
"41.7200","4.2037","15.9492","0.0000","4.1676","408.3246","5.2072"
"41.7400","4.2060","15.9514","0.0015","4.1699","408.3832","5.2101"
"41.7600","4.2082","15.9587","0.0010","4.1722","408.5688","5.2129"
"41.7800","4.2102","15.9648","-0.0028","4.1742","408.7248","5.2154"
"41.8000","4.2121","15.9660","-0.0003","4.1761","408.7556","5.2177"
"41.8200","4.2139","15.9638","0.0007","4.1778","408.7006","5.2199"
"41.8400","4.2157","15.9602","0.0026","4.1796","408.6081","5.2222"
"41.8600","4.2178","15.9588","0.0000","4.1818","408.5712","5.2249"
"41.8800","4.2201","15.9632","-0.0044","4.1841","408.6836","5.2277"
"41.9000","4.2222","15.9690","0.0019","4.1861","408.8333","5.2303"
"41.9200","4.2242","15.9722","0.0015","4.1882","408.9142","5.2328"
"41.9400","4.2262","15.9730","-0.0002","4.1902","408.9340","5.2354"
"41.9600","4.2281","15.9730","0.0013","4.1921","408.9343","5.2377"
"41.9800","4.2299","15.9710","-0.0021","4.1938","408.8826","5.2399"
"42.0000","4.2319","15.9686","-0.0003","4.1959","408.8217","5.2425"
"42.0200","4.2340","15.9699","0.0006","4.1979","408.8565","5.2450"
"42.0400","4.2360","15.9729","0.0012","4.1999","408.9312","5.2476"
"42.0600","4.2380","15.9754","0.0020","4.2020","408.9952","5.2501"
"42.0800","4.2400","15.9774","-0.0033","4.2040","409.0475","5.2526"
"42.1000","4.2419","15.9789","-0.0003","4.2059","409.0858","5.2550"
"42.1200","4.2436","15.9779","0.0025","4.2076","409.0610","5.2571"
"42.1400","4.2456","15.9754","-0.0004","4.2096","408.9958","5.2596"
"42.1600","4.2478","15.9768","0.0018","4.2117","409.0315","5.2623"
"42.1800","4.2499","15.9814","-0.0012","4.2139","409.1506","5.2650"
"42.2000","4.2522","15.9870","-0.0024","4.2161","409.2923","5.2678"
"42.2200","4.2543","15.9917","0.0016","4.2182","409.4140","5.2704"
"42.2400","4.2561","15.9934","0.0015","4.2201","409.4571","5.2727"
"42.2600","4.2578","15.9900","0.0014","4.2217","409.3699","5.2748"
"42.2800","4.2598","15.9855","-0.0030","4.2238","409.2557","5.2773"
"42.3000","4.2620","15.9864","-0.0018","4.2260","409.2788","5.2801"
"42.3200","4.2641","15.9914","0.0039","4.2281","409.4066","5.2827"
"42.3400","4.2662","15.9959","-0.0006","4.2301","409.5212","5.2853"
"42.3600","4.2681","15.9973","0.0010","4.2321","409.5574","5.2877"
"42.3800","4.2700","15.9966","0.0004","4.2339","409.5396","5.2900"
"42.4000","4.2718","15.9945","-0.0028","4.2358","409.4853","5.2923"
"42.4200","4.2739","15.9929","0.0015","4.2378","409.4453","5.2949"
"42.4400","4.2760","15.9957","0.0004","4.2400","409.5164","5.2976"
"42.4600","4.2780","15.9995","0.0022","4.2420","409.6139","5.3001"
"42.4800","4.2801","16.0018","-0.0013","4.2441","409.6712","5.3027"
"42.5000","4.2822","16.0036","-0.0041","4.2462","409.7178","5.3053"
"42.5200","4.2842","16.0056","0.0040","4.2481","409.7686","5.3078"
"42.5400","4.2859","16.0049","0.0010","4.2499","409.7509","5.3099"
"42.5600","4.2878","16.0015","-0.0001","4.2518","409.6638","5.3123"
"42.5800","4.2898","16.0008","0.0006","4.2538","409.6457","5.3149"
"42.6000","4.2919","16.0027","-0.0028","4.2558","409.6963","5.3174"
"42.6200","4.2940","16.0062","0.0014","4.2580","409.7849","5.3201"
"42.6400","4.2962","16.0107","0.0013","4.2602","409.8998","5.3228"
"42.6600","4.2981","16.0141","0.0005","4.2621","409.9878","5.3252"
"42.6800","4.2998","16.0130","-0.0009","4.2637","409.9599","5.3273"
"42.7000","4.3017","16.0089","-0.0025","4.2656","409.8528","5.3297"
"42.7200","4.3038","16.0081","0.0026","4.2678","409.8335","5.3323"
"42.7400","4.3060","16.0121","0.0003","4.2700","409.9354","5.3351"
"42.7600","4.3083","16.0182","-0.0011","4.2723","410.0923","5.3379"
"42.7800","4.3104","16.0238","0.0026","4.2744","410.2350","5.3406"
"42.8000","4.3122","16.0254","-0.0022","4.2762","410.2757","5.3428"
"42.8200","4.3138","16.0210","-0.0011","4.2777","410.1636","5.3447"
"42.8400","4.3157","16.0148","0.0016","4.2796","410.0062","5.3471"
"42.8600","4.3179","16.0146","0.0008","4.2818","410.0008","5.3499"
"42.8800","4.3201","16.0201","0.0026","4.2840","410.1413","5.3526"
"42.9000","4.3221","16.0257","-0.0039","4.2861","410.2840","5.3552"
"42.9200","4.3240","16.0277","-0.0015","4.2880","410.3365","5.3575"
"42.9400","4.3258","16.0268","0.0041","4.2898","410.3113","5.3598"
"42.9600","4.3275","16.0239","0.0003","4.2915","410.2393","5.3619"
"42.9800","4.3295","16.0213","0.0015","4.2935","410.1706","5.3645"
"43.0000","4.3318","16.0238","-0.0033","4.2958","410.2349","5.3673"
"43.0200","4.3340","16.0301","-0.0021","4.2979","410.3980","5.3700"
"43.0400","4.3361","16.0351","0.0046","4.3000","410.5237","5.3726"
"43.0600","4.3382","16.0380","0.0012","4.3022","410.5997","5.3753"
"43.0800","4.3402","16.0396","0.0000","4.3041","410.6411","5.3777"
"43.1000","4.3419","16.0384","-0.0035","4.3059","410.6096","5.3799"
"43.1200","4.3439","16.0350","-0.0005","4.3079","410.5235","5.3824"
"43.1400","4.3460","16.0348","0.0046","4.3100","410.5179","5.3850"
"43.1600","4.3480","16.0372","-0.0006","4.3120","410.5782","5.3875"
"43.1800","4.3501","16.0398","0.0005","4.3141","410.6449","5.3902"
"43.2000","4.3522","16.0423","-0.0012","4.3161","410.7097","5.3927"
"43.2200","4.3541","16.0439","-0.0014","4.3181","410.7493","5.3951"
"43.2400","4.3558","16.0427","0.0034","4.3198","410.7202","5.3973"
"43.2600","4.3577","16.0396","0.0000","4.3217","410.6389","5.3997"
"43.2800","4.3599","16.0396","-0.0004","4.3238","410.6390","5.4023"
"43.3000","4.3620","16.0435","0.0001","4.3260","410.7404","5.4050"
"43.3200","4.3642","16.0488","-0.0012","4.3282","410.8752","5.4078"
"43.3400","4.3663","16.0532","0.0010","4.3303","410.9888","5.4104"
"43.3600","4.3682","16.0548","0.0007","4.3322","411.0303","5.4128"
"43.3800","4.3698","16.0519","0.0018","4.3338","410.9545","5.4148"
"43.4000","4.3717","16.0465","0.0010","4.3356","410.8172","5.4171"
